"datetime","do_mgl_1m","do_sat_1m","do_mgl_14m","do_sat_14m","par_9m","temp_1m","temp_2m","temp_4m","temp_5m","temp_6m","temp_7m","temp_8m","temp_9m","temp_10m","temp_11m","temp_12m","temp_13m","temp_14m","atm_pressure_mbar","par_surface","temp_air","RH","wind_speed","gust_speed","wind_dir"
"2025-08-29 00:40:00",7.737,107.374777027222,0.045,0.520802583254271,0.2,14.869,14.9,14.9961111111111,14.9961111111111,14.9961111111111,14.9961111111111,13.9262037037037,11.242,10.1774074074074,8.99435185185185,8.29888888888889,7.76555555555556,7.151,726.851300284356,1.2,43.954,96.507,3,5.23,355.2
"2025-08-29 00:50:00",7.724,107.162956152044,0.044,0.509741838430303,-0.2,14.843,14.9,14.9961111111111,14.9961111111111,14.9961111111111,14.9961111111111,13.9422222222222,11.25,10.1119444444444,8.97777777777778,8.28222222222222,7.78222222222222,7.18,726.651754336407,1.2,43.876,96.831,3.74,5.23,353.8
"2025-08-29 01:00:00",7.751,107.578097428958,0.044,0.50937177048651,-0.1,14.86,14.9,14.9961111111111,14.9800925925926,14.9961111111111,14.9961111111111,13.9422222222222,11.268,10.0464814814815,8.97777777777778,8.28222222222222,7.78222222222222,7.151,726.650675832217,1.2,43.839,95.972,4.47,6.73,351
"2025-08-29 01:10:00",7.717,107.065323805591,0.045,0.520696703724812,0,14.843,14.9,14.9961111111111,14.9160185185185,14.9961111111111,14.9961111111111,13.9422222222222,11.242,9.9812962962963,8.97777777777778,8.28222222222222,7.78222222222222,7.132,726.655163096031,1.2,43.993,95.436,3,5.23,355.2
"2025-08-29 01:20:00",7.735,107.335876744991,0.044,0.50962191665824,-0.1,14.852,14.9,14.9961111111111,14.9480555555556,14.9961111111111,14.9961111111111,13.8941666666667,11.242,9.965,8.97777777777778,8.33222222222222,7.78222222222222,7.171,726.658540254676,1.2,44.109,96.364,3.74,6.73,352.4
"2025-08-29 01:30:00",7.697,106.794995697883,0.044,0.509429930959313,0.1,14.852,14.9,14.9961111111111,14.9800925925926,14.9961111111111,14.9961111111111,13.8461111111111,11.25,9.965,8.97777777777778,8.36555555555555,7.78222222222222,7.161,726.748718808563,1.2,43.876,96.281,3,5.97,355.2
"2025-08-29 01:40:00",7.565,104.955983010335,0.044,0.50962191665824,0.1,14.843,14.9,14.9961111111111,14.9160185185185,14.9961111111111,14.9961111111111,13.8461111111111,11.277,9.965,8.97777777777778,8.29888888888889,7.78222222222222,7.171,726.658540254676,1.2,44.109,97.125,3.74,5.97,355.2
"2025-08-29 01:50:00",7.647,106.073393536297,0.045,0.521077540572563,0,14.834,14.9,14.9961111111111,14.9,14.9961111111111,14.9961111111111,13.9419444444444,11.286,9.965,8.97777777777778,8.28222222222222,7.73222222222223,7.161,726.65292000553,1.2,43.916,97.043,4.47,6.73,348.2
"2025-08-29 02:00:00",7.647,106.153561867644,0.045,0.521068547155762,0,14.869,14.8839814814815,14.9961111111111,14.9,14.9800925925926,14.9961111111111,14.0218518518519,11.259,9.965,8.96129629629629,8.29888888888889,7.69888888888889,7.161,726.665287215601,1.2,44.341,95.631,4.47,6.73,349.6
"2025-08-29 02:10:00",7.617,105.585161938672,0.045,0.521010321906418,0.4,14.809,14.8199074074074,14.9961111111111,14.9,14.9160185185185,14.9961111111111,13.9581481481481,11.25,9.965,8.89537037037037,8.36555555555555,7.76555555555556,7.161,726.745365433737,1.2,43.761,95.283,3.74,6.73,352.4
"2025-08-29 02:20:00",7.681,106.506868668524,0.045,0.52121734115445,-0.3,14.817,14.8519444444444,14.9961111111111,14.9,14.9,14.9961111111111,13.9422222222222,11.268,9.965,8.92833333333333,8.38222222222222,7.73222222222223,7.171,726.6405198079,1.2,43.491,96.46,3,5.97,353.8
