"","DATETIME_UTC","DATETIME_MST","WTempC","ConduS","SpConduS","CHLrfu","CHLugL","BGAPCrfu","BGAPCugL","odomgL","odosat","WTemp1m","WTemp4m","WTemp7m","WTemp9m","WTemp10m","WTemp13m","WTemp15m","odomgL_15m","odosat_15m","PAR9m"
"3775",2025-07-02 15:20:00,2025-07-02 08:20:00,14.45,44.12,55.26,0.59,1.86,0.13,-0.01,9.12,89.4,14.56429,10.75231,8.513819,NA,7.113824,5.645776,5.219842,NA,NA,NA
"3776",2025-07-02 15:30:00,2025-07-02 08:30:00,14.46,44.15,55.28,0.57,1.79,0.06,-0.07,9.12,89.4,14.5707,10.78539,8.679834,7.625,6.964075,5.545465,5.231775,0.298,2.344977,1
"3777",2025-07-02 15:40:00,2025-07-02 08:40:00,14.45,44.11,55.25,0.55,1.74,0.07,-0.06,9.14,89.6,14.55981,10.89028,8.750208,NA,7.020685,5.547754,5.226068,NA,NA,NA
"3778",2025-07-02 15:45:00,2025-07-02 08:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.319,NA,NA,5.218,0.298,2.346727,0.5
"3779",2025-07-02 15:50:00,2025-07-02 08:50:00,14.46,44.13,55.25,0.51,1.58,0.1,-0.03,9.14,89.6,14.55456,10.88125,8.581751,NA,6.964563,5.542413,5.231073,NA,NA,NA
"3780",2025-07-02 16:00:00,2025-07-02 09:00:00,14.48,44.13,55.23,0.53,1.66,0.07,-0.07,9.15,89.8,14.55227,10.97851,8.609247,7.097,6.771295,5.537591,5.244867,0.299,2.35642,1.4
"3781",2025-07-02 16:15:00,2025-07-02 09:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.894,NA,NA,5.278,0.337,2.657946,0.7
"3782",2025-07-02 16:20:00,2025-07-02 09:20:00,14.48,44.07,55.16,0.6,1.89,0.11,-0.03,9.1,89.3,14.56771,11.87472,8.498529,NA,6.610773,5.507318,5.247339,NA,NA,NA
"3783",2025-07-02 16:30:00,2025-07-02 09:30:00,14.47,44.17,55.29,0.6,1.9,0.09,-0.04,9.14,89.6,14.45297,11.19857,8.504816,6.661,6.441675,5.513147,5.240289,0.3,2.361869,1
"3784",2025-07-02 16:40:00,2025-07-02 09:40:00,14.45,44.17,55.32,0.56,1.75,0.12,-0.02,9.17,89.8,14.44113,10.96804,8.523157,NA,6.332391,5.542352,5.253442,NA,NA,NA
"3785",2025-07-02 16:45:00,2025-07-02 09:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.554,NA,NA,5.208,0.299,2.353996,1.9
"3786",2025-07-02 16:50:00,2025-07-02 09:50:00,14.48,44.2,55.32,0.6,1.89,0.1,-0.04,9.17,89.9,14.5277,11.25393,8.318659,NA,6.284509,5.58468,5.375757,NA,NA,NA
"3787",2025-07-02 17:00:00,2025-07-02 10:00:00,14.51,44.14,55.19,0.58,1.82,0.14,0,9.15,89.8,14.53472,11.31008,8.314539,6.554,6.123926,5.572137,5.255029,0.299,2.35224,1.3
"3788",2025-07-02 17:10:00,2025-07-02 10:10:00,14.56,44.21,55.22,0.56,1.76,0.09,-0.04,9.12,89.6,14.59152,11.52661,8.188501,NA,6.112939,5.630243,5.245538,NA,NA,NA
"3789",2025-07-02 17:15:00,2025-07-02 10:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.426,NA,NA,5.189,0.299,2.352846,1.2
"3790",2025-07-02 17:20:00,2025-07-02 10:20:00,14.57,44.17,55.16,0.54,1.71,0.14,0.01,9.07,89.1,14.47018,11.69442,8.252344,NA,6.04635,5.624078,5.240045,NA,NA,NA
"3791",2025-07-02 17:30:00,2025-07-02 10:30:00,14.59,44.16,55.12,0.52,1.63,0.09,-0.04,9.05,89,14.50186,11.67489,8.280848,6.348,6.040582,5.580804,5.23559,0.299,2.353996,2.6
"3792",2025-07-02 17:45:00,2025-07-02 10:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.348,NA,NA,5.208,0.298,2.346124,0.8
"3793",2025-07-02 18:00:00,2025-07-02 11:00:00,14.63,44.23,55.15,0.53,1.65,0.19,0.05,9.06,89.2,14.52471,11.83053,8.463678,6.368,6.091333,5.569971,5.231439,0.299,2.353391,1.2
"3794",2025-07-02 18:10:00,2025-07-02 11:10:00,14.63,44.23,55.14,0.48,1.5,0.1,-0.03,9.01,88.6,14.52001,11.87832,8.54043,NA,6.087518,5.573846,5.232507,NA,NA,NA
"3795",2025-07-02 18:15:00,2025-07-02 11:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.348,NA,NA,5.198,0.299,2.353391,0.9
"3796",2025-07-02 18:20:00,2025-07-02 11:20:00,14.6,44.18,55.13,0.53,1.66,0.12,-0.01,9,88.5,14.5848,11.84878,8.489283,NA,6.106714,5.648187,5.232904,NA,NA,NA
"3797",2025-07-02 18:30:00,2025-07-02 11:30:00,14.64,44.26,55.18,0.48,1.49,0.01,-0.12,9.04,88.9,14.6209,11.83886,8.463251,6.338,6.1578,5.612207,5.231805,0.299,2.353391,0.5
"3798",2025-07-02 18:40:00,2025-07-02 11:40:00,14.68,44.35,55.24,0.51,1.59,0.14,0.01,9.08,89.4,14.66915,12.10571,8.592279,NA,6.248498,5.523584,5.229883,NA,NA,NA
"3799",2025-07-02 18:45:00,2025-07-02 11:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,NA,NA,5.198,0.299,2.353391,0.3
"3800",2025-07-02 18:50:00,2025-07-02 11:50:00,14.74,44.39,55.2,0.51,1.59,0.11,-0.02,9.09,89.7,14.69863,12.29092,8.585505,NA,6.287622,5.52633,5.231012,NA,NA,NA
"3801",2025-07-02 19:00:00,2025-07-02 12:00:00,14.88,44.47,55.13,0.56,1.75,0.09,-0.05,9.1,90,14.73406,12.43838,8.571802,6.102,6.27279,5.527673,5.229425,0.299,2.353996,0.6
"3802",2025-07-02 19:15:00,2025-07-02 12:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.053,NA,NA,5.208,0.299,2.353996,1.4
"3803",2025-07-02 19:25:00,2025-07-02 12:25:00,15.1,44.91,55.38,0.52,1.61,0.09,-0.04,9.11,90.5,15.14395,12.22412,8.387781,NA,6.112207,5.422601,5.234796,NA,NA,NA
"3804",2025-07-02 19:30:00,2025-07-02 12:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.964,NA,NA,5.198,0.297,2.337649,3.6
"3805",2025-07-02 19:35:00,2025-07-02 12:35:00,15.09,44.89,55.37,0.49,1.53,0.1,-0.04,9.09,90.3,15.12289,12.15634,8.034876,NA,6.090143,5.399042,5.239343,NA,NA,NA
"3806",2025-07-02 19:45:00,2025-07-02 12:45:00,15.09,44.91,55.39,0.49,1.54,0.1,-0.04,9.11,90.6,15.14935,12.00305,7.957269,5.974,6.014947,5.398859,5.2315,0.299,2.353996,0.4
"3807",2025-07-02 19:55:00,2025-07-02 12:55:00,15.1,44.92,55.39,0.58,1.82,0.22,0.08,9.12,90.6,15.12518,11.91531,7.63067,NA,5.986261,5.420434,5.228052,NA,NA,NA
"3808",2025-07-02 20:00:00,2025-07-02 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.934,NA,NA,5.179,0.298,2.344373,0.5
"3809",2025-07-02 20:05:00,2025-07-02 13:05:00,15.13,44.95,55.4,0.47,1.45,0.1,-0.04,9.1,90.5,15.05541,11.87075,7.586053,NA,5.984094,5.410608,5.232141,NA,NA,NA
"3810",2025-07-02 20:15:00,2025-07-02 13:15:00,15.2,45.04,55.41,0.51,1.59,0.09,-0.05,9.12,90.9,15.23501,11.8829,7.412988,5.974,5.985406,5.407403,5.223627,0.298,2.344373,1.4
"3811",2025-07-02 20:25:00,2025-07-02 13:25:00,15.06,44.86,55.37,0.56,1.75,0.1,-0.04,9.12,90.6,14.8872,12.18432,7.43725,NA,5.983789,5.425653,5.222253,NA,NA,NA
"3812",2025-07-02 20:30:00,2025-07-02 13:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.904,NA,NA,5.189,0.299,2.352846,3.4
"3813",2025-07-02 20:35:00,2025-07-02 13:35:00,15.03,44.81,55.35,0.59,1.87,0.09,-0.05,9.11,90.4,15.01443,12.25695,7.53927,NA,5.974542,5.414758,5.223413,NA,NA,NA
"3814",2025-07-02 20:45:00,2025-07-02 13:45:00,15.1,44.9,55.37,0.6,1.88,0.06,-0.07,9.11,90.5,14.95599,12.20648,7.517419,5.904,5.975885,5.397302,5.224634,0.298,2.344373,0.5
"3815",2025-07-02 20:55:00,2025-07-02 13:55:00,15.28,45.12,55.42,0.52,1.63,0.03,-0.1,9.08,90.6,15.06906,12.17062,7.590417,NA,5.971002,5.373956,5.221368,NA,NA,NA
"3816",2025-07-02 21:00:00,2025-07-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.924,NA,NA,5.179,0.298,2.344373,1.2
"3817",2025-07-02 21:05:00,2025-07-02 14:05:00,15.27,45.09,55.38,0.48,1.51,0.01,-0.12,9.1,90.7,14.89144,11.53228,7.674493,NA,5.962823,5.348444,5.225702,NA,NA,NA
"3818",2025-07-02 21:15:00,2025-07-02 14:15:00,15,44.73,55.29,0.54,1.68,0.11,-0.03,9.15,90.7,14.73644,11.70834,7.681512,5.904,5.949274,5.361993,5.225366,0.299,2.352846,1.2
"3819",2025-07-02 21:25:00,2025-07-02 14:25:00,15.26,45.03,55.33,0.47,1.47,0.09,-0.05,9.09,90.7,15.11263,11.83645,7.809259,NA,5.949945,5.362024,5.223077,NA,NA,NA
"3820",2025-07-02 21:30:00,2025-07-02 14:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.191,NA,NA,5.198,0.299,2.353391,1
"3821",2025-07-02 21:35:00,2025-07-02 14:35:00,15.27,45.07,55.36,0.54,1.69,0.06,-0.07,9.08,90.6,15.3269,11.80963,7.81582,NA,5.925287,5.375757,5.22085,NA,NA,NA
"3822",2025-07-02 21:45:00,2025-07-02 14:45:00,15.25,45.04,55.34,0.5,1.57,0.06,-0.07,9.08,90.5,15.30178,11.68969,7.819482,6.456,5.907434,5.397302,5.220697,0.298,2.34552,0.7
"3823",2025-07-02 21:55:00,2025-07-02 14:55:00,15.31,45.1,55.34,0.54,1.71,0.11,-0.02,9.06,90.4,15.3327,12.1466,7.861047,NA,5.943902,5.398157,5.219385,NA,NA,NA
"3824",2025-07-02 22:00:00,2025-07-02 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.397,NA,NA,5.189,0.299,2.352846,0
"3825",2025-07-02 22:15:00,2025-07-02 15:15:00,15.3,45.02,55.26,0.5,1.56,0.15,0.01,9.06,90.5,15.324,12.45675,8.180414,6.515,6.151178,5.431665,5.227655,0.298,2.346727,0
"3826",2025-07-02 22:25:00,2025-07-02 15:25:00,15.21,44.96,55.31,0.58,1.84,0.08,-0.06,9.11,90.8,15.19982,12.49676,8.037683,NA,6.180414,5.432062,5.221826,NA,NA,NA
"3827",2025-07-02 22:30:00,2025-07-02 15:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.505,NA,NA,5.198,0.298,2.34552,0.4
"3828",2025-07-02 22:35:00,2025-07-02 15:35:00,15.12,44.9,55.34,0.54,1.68,0.13,-0.01,9.17,91.2,15.09081,12.69485,8.100336,NA,6.18786,5.380762,5.220911,NA,NA,NA
"3829",2025-07-02 22:45:00,2025-07-02 15:45:00,15.03,44.81,55.35,0.62,1.95,0.1,-0.04,9.22,91.5,15.01086,12.65966,8.445032,6.368,6.215814,5.401453,5.22262,0.3,2.360107,0.1
"3830",2025-07-02 22:55:00,2025-07-02 15:55:00,14.95,44.77,55.41,0.65,2.08,0.08,-0.05,9.27,91.9,14.97207,12.54373,8.065668,NA,6.200708,5.37298,5.222772,NA,NA,NA
"3831",2025-07-02 23:00:00,2025-07-02 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.24,NA,NA,5.179,0.298,2.344373,0.1
"3832",2025-07-02 23:05:00,2025-07-02 16:05:00,14.88,44.73,55.44,0.77,2.46,0.17,0.03,9.31,92.1,14.92629,12.78857,7.882776,NA,6.186517,5.346551,5.217401,NA,NA,NA
"3833",2025-07-02 23:15:00,2025-07-02 16:15:00,14.89,44.78,55.5,0.62,1.98,0.14,0,9.3,92,14.93362,12.91812,7.683465,6.112,6.161767,5.340143,5.217706,0.299,2.353391,0.5
"3834",2025-07-02 23:25:00,2025-07-02 16:25:00,14.85,44.79,55.56,0.76,2.43,0.11,-0.03,9.32,92.1,14.92349,12.9924,7.785181,NA,6.1448,5.338861,5.219171,NA,NA,NA
"3835",2025-07-02 23:30:00,2025-07-02 16:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.924,NA,NA,5.179,0.299,2.35224,0.2
"3836",2025-07-02 23:45:00,2025-07-02 16:45:00,14.82,44.82,55.64,0.75,2.42,0.14,0,9.31,91.9,14.91485,12.58508,7.770746,5.875,6.127649,5.329584,5.215265,0.298,2.34377,0.2
"3837",2025-07-02 23:55:00,2025-07-02 16:55:00,14.83,44.79,55.59,0.71,2.27,0.14,0.01,9.33,92.2,14.90887,11.94476,7.461023,NA,5.818414,5.3052,5.212457,NA,NA,NA
"3838",2025-07-03,2025-07-02 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.726,NA,NA,5.169,0.297,2.335905,0.3
"3839",2025-07-03 00:05:00,2025-07-02 17:05:00,14.84,44.79,55.56,0.72,2.31,0.14,0,9.32,92.1,14.90359,12.04797,7.288019,NA,5.736749,5.312921,5.206933,NA,NA,NA
"3840",2025-07-03 00:15:00,2025-07-02 17:15:00,14.84,44.77,55.55,0.72,2.32,0.13,0,9.29,91.8,14.9132,12.01901,7.35177,5.676,5.717859,5.32171,5.208459,0.298,2.344977,0.2
"3841",2025-07-03 00:25:00,2025-07-02 17:25:00,14.84,44.78,55.57,NA,NA,0.15,0.01,9.3,92,14.91622,12.03295,7.332361,NA,5.682764,5.334833,5.207025,NA,NA,NA
"3842",2025-07-03 00:30:00,2025-07-02 17:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.616,NA,NA,5.189,0.299,2.352846,1
"3843",2025-07-03 00:35:00,2025-07-02 17:35:00,14.81,44.77,55.59,0.69,2.2,0.14,0,9.28,91.6,14.8807,12.24993,7.025293,NA,5.584833,5.339258,5.210809,NA,NA,NA
"3844",2025-07-03 00:45:00,2025-07-02 17:45:00,14.82,44.78,55.58,0.68,2.16,0.17,0.03,9.25,91.4,14.89889,12.4226,7.041894,5.496,5.566064,5.341516,5.210535,0.299,2.35224,0.4
"3845",2025-07-03 00:55:00,2025-07-02 17:55:00,14.86,44.82,55.58,0.68,2.17,0.12,-0.01,9.24,91.4,14.92794,12.35513,7.081445,NA,5.562585,5.347162,5.212335,NA,NA,NA
"3846",2025-07-03 01:00:00,2025-07-02 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.536,NA,NA,5.189,0.299,2.352846,0.5
"3847",2025-07-03 01:05:00,2025-07-02 18:05:00,14.88,44.84,55.58,0.65,2.06,0.13,-0.01,9.23,91.3,14.96557,12.35577,6.825281,NA,5.541681,5.350061,5.215265,NA,NA,NA
"3848",2025-07-03 01:15:00,2025-07-02 18:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.556,NA,NA,5.189,0.298,2.344977,0.3
"3849",2025-07-03 01:30:00,2025-07-02 18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.536,NA,NA,5.208,0.297,2.338251,0.5
"3850",2025-07-03 01:35:00,2025-07-02 18:35:00,14.86,44.82,55.59,0.61,1.92,0.08,-0.05,9.22,91.2,14.94796,12.58908,6.956842,NA,5.52218,5.349359,5.224237,NA,NA,NA
"3851",2025-07-03 01:45:00,2025-07-02 18:45:00,14.87,44.83,55.59,0.77,2.47,0.08,-0.06,9.22,91.1,14.95074,12.80572,6.969537,5.696,5.539789,5.37655,5.224084,0.298,2.344977,-0.1
"3852",2025-07-03 01:55:00,2025-07-02 18:55:00,14.86,44.82,55.59,0.63,2,0.18,0.04,9.21,91.1,14.95043,13.01742,6.773096,NA,5.531335,5.388635,5.21911,NA,NA,NA
"3853",2025-07-03 02:00:00,2025-07-02 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.934,NA,NA,5.218,0.298,2.346727,0
"3854",2025-07-03 02:05:00,2025-07-02 19:05:00,14.86,44.82,55.59,0.64,2.02,0.04,-0.09,9.22,91.2,14.94686,13.29565,6.800165,NA,5.536157,5.401575,5.247827,NA,NA,NA
"3855",2025-07-03 02:15:00,2025-07-02 19:15:00,14.84,44.82,55.61,0.67,2.14,0.15,0.01,9.2,91,14.93264,13.04168,6.918848,6.69,5.538141,5.418909,5.231988,0.298,2.346727,-0.3
"3856",2025-07-03 02:25:00,2025-07-02 19:25:00,14.83,44.78,55.57,0.6,1.9,0.13,-0.01,9.19,90.8,14.9187,13.22796,6.983789,NA,5.622736,5.439691,5.239069,NA,NA,NA
"3857",2025-07-03 02:30:00,2025-07-02 19:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.01,NA,NA,5.248,0.298,2.348539,-0.4
"3858",2025-07-03 02:35:00,2025-07-02 19:35:00,14.79,44.74,55.57,0.72,2.32,0.2,0.06,9.18,90.6,14.88531,13.49194,7.026514,NA,5.695917,5.465723,5.22027,NA,NA,NA
"3859",2025-07-03 02:45:00,2025-07-02 19:45:00,14.8,44.76,55.59,0.67,2.13,0.06,-0.08,9.17,90.6,14.89227,14.15048,7.241296,7.174,6.028375,5.494684,5.251825,0.299,2.357631,0.1
"3860",2025-07-03 02:55:00,2025-07-02 19:55:00,14.8,44.77,55.6,0.73,2.35,0.06,-0.07,9.14,90.3,14.89022,13.48806,8.055445,NA,6.665674,5.553003,5.266412,NA,NA,NA
"3861",2025-07-03 03:00:00,2025-07-02 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.901,NA,NA,5.248,0.297,2.340658,0.3
"3862",2025-07-03 03:15:00,2025-07-02 20:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.967,NA,NA,5.248,0.299,2.35642,0.1
"3863",2025-07-03 03:25:00,2025-07-02 20:25:00,14.5,44.62,55.81,0.83,2.68,0.12,-0.02,9.3,91.3,14.47787,11.58654,8.753901,NA,7.113153,5.74212,5.283899,NA,NA,NA
"3864",2025-07-03 03:30:00,2025-07-02 20:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.587,NA,NA,5.268,0.297,2.341861,-0.1
"3865",2025-07-03 03:35:00,2025-07-02 20:35:00,14.74,44.7,55.6,0.64,2.02,0.16,0.02,9.15,90.2,14.80648,11.10308,9.450678,NA,7.218225,5.727319,5.298639,NA,NA,NA
"3866",2025-07-03 03:45:00,2025-07-02 20:45:00,14.78,44.77,55.63,0.76,2.44,0.09,-0.05,9.15,90.4,14.84988,10.55596,9.552729,7.271,7.277185,5.795129,5.285608,0.298,2.349142,0.3
"3867",2025-07-03 03:55:00,2025-07-02 20:55:00,14.78,44.76,55.62,0.81,2.62,0.01,-0.12,9.16,90.4,14.85903,10.69485,9.185938,NA,7.651453,6.270166,5.262292,NA,NA,NA
"3868",2025-07-03 04:00:00,2025-07-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.933,NA,NA,5.268,0.297,2.341861,-0.4
"3869",2025-07-03 04:05:00,2025-07-02 21:05:00,14.79,44.76,55.6,0.82,2.63,0.16,0.02,9.18,90.7,14.87237,10.9291,8.900873,NA,7.367059,6.243585,5.294061,NA,NA,NA
"3870",2025-07-03 04:15:00,2025-07-02 21:15:00,14.78,44.79,55.65,0.88,2.84,0.2,0.06,9.18,90.7,14.87185,10.72885,8.649073,6.466,7.205011,6.038263,5.276483,0.299,2.355208,0.1
"3871",2025-07-03 04:25:00,2025-07-02 21:25:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.87591,10.58773,8.481043,NA,6.812677,5.630517,5.277215,NA,NA,NA
"3872",2025-07-03 04:30:00,2025-07-02 21:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.23,NA,NA,5.208,0.299,2.353996,0.1
"3873",2025-07-03 04:45:00,2025-07-02 21:45:00,14.77,44.77,55.65,0.71,2.27,0.17,0.03,9.18,90.6,14.85165,10.39569,8.540003,6.122,5.959589,5.572473,5.262628,0.297,2.338251,-0.6
"3874",2025-07-03 04:55:00,2025-07-02 21:55:00,14.76,44.76,55.64,0.76,2.45,0.07,-0.06,9.14,90.2,14.84536,10.42376,8.439264,NA,5.94494,5.582635,5.256433,NA,NA,NA
"3875",2025-07-03 05:00:00,2025-07-02 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.894,NA,NA,5.228,0.298,2.347331,0.3
"3876",2025-07-03 05:05:00,2025-07-02 22:05:00,14.76,44.76,55.65,0.75,2.41,0.09,-0.05,9.13,90.1,14.83724,10.47152,8.087702,NA,5.907831,5.602655,5.252893,NA,NA,NA
"3877",2025-07-03 05:15:00,2025-07-02 22:15:00,14.75,44.74,55.63,0.74,2.37,0.11,-0.03,9.1,89.8,14.83074,10.46304,7.656366,5.974,5.879388,5.587884,5.249841,0.299,2.354602,-0.1
"3878",2025-07-03 05:25:00,2025-07-02 22:25:00,14.72,44.7,55.63,0.78,2.51,0.06,-0.07,9.15,90.2,14.803,10.55099,7.526392,NA,5.88241,5.579706,5.248621,NA,NA,NA
"3879",2025-07-03 05:30:00,2025-07-02 22:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.201,NA,NA,5.189,0.298,2.344977,0.2
"3880",2025-07-03 05:35:00,2025-07-02 22:35:00,14.7,44.69,55.64,0.75,2.41,0.13,-0.01,9.14,90.1,14.77932,10.51348,7.322107,NA,5.894739,5.600275,5.249963,NA,NA,NA
"3881",2025-07-03 05:45:00,2025-07-02 22:45:00,14.67,44.64,55.62,0.76,2.44,0.09,-0.05,9.15,90.1,14.75994,10.55804,7.596765,6.456,5.858972,5.552301,5.247217,0.299,2.353391,0.6
"3882",2025-07-03 06:00:00,2025-07-02 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.778,NA,NA,5.208,0.298,2.346124,0.4
"3883",2025-07-03 06:15:00,2025-07-02 23:15:00,14.63,44.59,55.6,0.68,2.17,0.13,-0.01,9.13,89.8,14.71755,10.81103,8.483423,6.855,6.03399,5.486719,5.237756,0.3,2.361869,0.1
"3884",2025-07-03 06:25:00,2025-07-02 23:25:00,14.62,44.59,55.62,0.61,1.95,0.07,-0.06,9.08,89.3,14.69174,10.8175,9.362329,NA,6.331415,5.545679,5.238733,NA,NA,NA
"3885",2025-07-03 06:30:00,2025-07-02 23:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.787,NA,NA,5.218,0.298,2.346727,0.2
"3886",2025-07-03 06:35:00,2025-07-02 23:35:00,14.59,44.57,55.64,0.65,2.07,0.09,-0.05,9.06,89.1,14.68456,10.85385,9.471369,NA,6.453668,5.514001,5.238336,NA,NA,NA
"3887",2025-07-03 06:45:00,2025-07-02 23:45:00,14.59,44.59,55.66,NA,NA,0.29,0.15,9.04,88.8,14.67126,11.39422,9.718073,6.573,6.406885,5.544916,5.234247,0.298,2.344373,0.1
"3888",2025-07-03 06:55:00,2025-07-02 23:55:00,14.59,44.62,55.69,1,3.26,0.14,0.01,9.08,89.2,14.6596,11.50781,9.841089,NA,6.384881,5.560724,5.232782,NA,NA,NA
"3889",2025-07-03 07:00:00,2025-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.407,NA,NA,5.208,0.299,2.353996,-0.2
"3890",2025-07-03 07:05:00,2025-07-03 00:05:00,14.57,44.61,55.7,0.71,2.27,0.12,-0.01,9.08,89.2,14.64047,11.47473,9.93667,NA,6.343408,5.595453,5.236932,NA,NA,NA
"3891",2025-07-03 07:15:00,2025-07-03 00:15:00,14.57,44.6,55.7,0.69,2.19,0.05,-0.08,9.07,89.1,14.64013,11.37908,9.796289,6.319,6.286554,5.635919,5.232385,0.298,2.346124,0.6
"3892",2025-07-03 07:25:00,2025-07-03 00:25:00,14.55,44.58,55.7,0.64,2.03,0.07,-0.07,9.1,89.4,14.62679,11.67956,8.783045,NA,6.200037,5.67016,5.230615,NA,NA,NA
"3893",2025-07-03 07:30:00,2025-07-03 00:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.23,NA,NA,5.189,0.299,2.352846,0
"3894",2025-07-03 07:35:00,2025-07-03 00:35:00,14.55,44.54,55.64,0.71,2.28,0.1,-0.04,9.11,89.5,14.63851,11.83914,8.560358,NA,6.117609,5.624261,5.229913,NA,NA,NA
"3895",2025-07-03 07:45:00,2025-07-03 00:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.043,NA,NA,5.208,0.299,2.353996,-0.1
"3896",2025-07-03 08:00:00,2025-07-03 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.043,NA,NA,5.189,0.299,2.352846,-0.1
"3897",2025-07-03 08:05:00,2025-07-03 01:05:00,14.54,44.52,55.63,0.66,2.09,0.14,0,9.13,89.7,14.62686,11.98333,8.433496,NA,6.016351,5.394891,5.231653,NA,NA,NA
"3898",2025-07-03 08:15:00,2025-07-03 01:15:00,14.55,44.55,55.66,0.63,2.01,0.1,-0.03,9.14,89.8,14.6286,12.04052,8.131769,5.914,6.037897,5.402063,5.232111,0.298,2.347331,-0.1
"3899",2025-07-03 08:25:00,2025-07-03 01:25:00,14.54,44.56,55.68,0.7,2.24,0.18,0.04,9.13,89.6,14.61956,12.06982,8.005274,NA,6.040674,5.394403,5.233301,NA,NA,NA
"3900",2025-07-03 08:30:00,2025-07-03 01:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.845,NA,NA,5.208,0.298,2.346124,-0.1
"3901",2025-07-03 08:35:00,2025-07-03 01:35:00,14.54,44.56,55.68,0.66,2.11,0.11,-0.02,9.13,89.7,14.61578,12.14031,7.554681,NA,6.020105,5.353754,5.236566,NA,NA,NA
"3902",2025-07-03 08:45:00,2025-07-03 01:45:00,14.53,44.55,55.69,0.78,2.51,0.11,-0.03,9.12,89.6,14.60284,12.17306,7.082483,5.984,5.970361,5.344751,5.239954,0.298,2.346124,0.4
"3903",2025-07-03 08:55:00,2025-07-03 01:55:00,14.51,44.56,55.72,0.71,2.27,0.13,-0.01,9.12,89.5,14.58425,12.02838,6.687433,NA,5.889276,5.326623,5.240747,NA,NA,NA
"3904",2025-07-03 09:00:00,2025-07-03 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.072,NA,NA,5.198,0.3,2.361262,0.1
"3905",2025-07-03 09:05:00,2025-07-03 02:05:00,14.49,44.52,55.7,0.66,2.09,0.12,-0.02,9.11,89.4,14.57092,11.97561,6.595911,NA,5.899225,5.326654,5.239984,NA,NA,NA
"3906",2025-07-03 09:15:00,2025-07-03 02:15:00,14.47,44.48,55.67,0.7,2.25,0.08,-0.06,9.09,89.1,14.5498,11.94076,6.663995,6.171,5.906061,5.320093,5.237878,0.298,2.347331,-0.4
