"sample_number","site_id","lake","site_type","sample_date","sample_type","method","result","sample_status","status","total_mc","toxin_richness","rr","yr","lr","la","dm_lr","ly","nod","lf","wr","atx","hatx","cyl","notes"
44,"SPATT_BLANK","blank","blank",2025-06-25,"Blank","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,"SPATT_BLANK","blank","blank",2025-06-25,"Blank","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"BKS_BL_SH_01","brooks","shore",2025-06-25,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"BKS_BL_SH_01","brooks","shore",2025-06-24,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"BKS_BL_SH_02","brooks","shore",2025-06-25,"Regular","SPATT",FALSE,"not_analyzed","Lost",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"BKS_BL_SH_02","brooks","shore",2025-06-25,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"BKS_BL_SH_03","brooks","shore",2025-06-24,"Regular","SPATT",FALSE,"not_analyzed","Lost",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"BKS_BL_SH_03","brooks","shore",2025-06-25,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"BKS_BL_SH_04","brooks","shore",2025-06-24,"Regular","SPATT",FALSE,"not_analyzed","Lost",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"BKS_BL_SH_04","brooks","shore",2025-06-25,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"BKS_BL_SH_05","brooks","shore",2025-06-24,"Regular","SPATT",FALSE,"not_analyzed","Lost",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,"BKS_BL_SH_05","brooks","shore",2025-06-25,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"BKS_BL_SH_06","brooks","shore",2025-06-24,"Regular","SPATT",FALSE,"not_analyzed","Lost",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"BKS_BL_SH_06","brooks","shore",2025-06-24,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"BKS_BL_SH_07","brooks","shore",2025-06-24,"Regular","SPATT",FALSE,"not_analyzed","Lost",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"BKS_BL_SH_07","brooks","shore",2025-06-25,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"BKS_BL_BU_SS","brooks","buoy_surface",2025-06-25,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"BKS_BL_BU_SS","brooks","buoy_surface",2025-06-24,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"BKS_BL_BU_DD","brooks","buoy_depth",2025-06-25,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"BKS_BL_BU_DD","brooks","buoy_depth",2025-06-25,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BKS_BL_SH_01","brooks","shore",2025-07-21,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
65,"BKS_BL_SH_02","brooks","shore",2025-07-21,"regular","SPATT",TRUE,"detected","Shipped",0,1,0,0,0,0,0,0,1.338958617,0,0,0,0,0,NA
66,"BKS_BL_SH_03","brooks","shore",2025-07-21,"regular","SPATT",TRUE,"detected","Shipped",0,1,0,0,0,0,0,0,1.228659921,0,0,0,0,0,NA
67,"BKS_BL_SH_04","brooks","shore",2025-07-21,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
68,"SPATT_BLANK","blank","blank",2025-06-24,"Blank","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"GRAB_BLANK","blank","blank",2025-06-24,"Blank","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"SPATT_BLANK","blank","blank",2025-06-24,"Blank","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"GRAB_BLANK","blank","blank",2025-06-24,"Blank","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"BKS_BL_SH_05","brooks","shore",2025-07-23,"regular","SPATT",TRUE,"detected","Shipped",0,1,0,0,0,0,0,0,1.210257393,0,0,0,0,0,NA
73,"BKS_BL_SH_06","brooks","shore",2025-07-23,"regular","SPATT",TRUE,"detected","Shipped",0,1,0,0,0,0,0,0,0.607283423,0,0,0,0,0,NA
74,"BKS_BL_SH_07","brooks","shore",2025-07-23,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
75,"BKS_BL_BON","tributary","tributary",2025-07-23,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"BKS_RN_SH_10","rainbow","shore",2025-06-24,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"BKS_RN_SH_10","rainbow","shore",2025-06-25,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"BKS_BL_CREEK","tributary","tributary",2025-07-23,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"BKS_BL_BU_SS","brooks","buoy_surface",2025-07-23,"regular","SPATT",TRUE,"detected","Shipped",2.466857431,1,0,0,2.466857431,0,0,0,0,0,0,0,0,0,NA
80,"BYS_BR_SH_01","boysen","shore",2025-06-25,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"BYS_BR_SH_01","boysen","shore",2025-06-26,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"BYS_PC_SH_02","boysen","shore",2025-06-25,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"BYS_PC_SH_02","boysen","shore",2025-06-26,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"BYS_FR_SH_03","boysen","shore",2025-06-27,"Regular","SPATT",FALSE,"not_analyzed","Lost",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"BYS_FR_SH_03","boysen","shore",2025-06-26,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,"BYS_CR_SH_04","boysen","shore",2025-06-25,"Regular","SPATT",FALSE,"not_analyzed","Lost",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,"BYS_CR_SH_04","boysen","shore",2025-06-26,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"BKS_BL_BU_DD","brooks","buoy_depth",2025-07-23,"regular","SPATT",TRUE,"detected","Shipped",2.860271469,2,0.503122303,0,2.357149166,0,0,0,0,0,0,0,0,0,NA
89,"BKS_UB_SH_08","upper brooks","shore",2025-07-22,"Regular","SPATT",FALSE,"not_analyzed","Lost",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"BKS_UB_SH_09","upper brooks","shore",2025-07-22,"regular","SPATT",TRUE,"detected","Shipped",11.83345515,1,0,0,0,0,11.83345515,0,0,0,0,0,0,0,NA
91,"BKS_UB_BU_SS","upper brooks","buoy_surface",2025-07-22,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
92,"SPATT_BLANK","blank","blank",2025-06-25,"Blank","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,"GRAB_BLANK","blank","blank",2025-06-25,"Blank","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"SPATT_BLANK","blank","blank",2025-06-25,"Blank","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"BKS_UB_BU_DD","upper brooks","buoy_depth",2025-07-22,"regular","SPATT",TRUE,"detected","Shipped",5.861104874,1,0,0,5.861104874,0,0,0,0,0,0,0,0,0,NA
96,"BKS_BL_SH_01","brooks","shore",2025-07-08,"regular","SPATT",TRUE,"detected","Shipped",5.080913362,1,0,0,5.080913362,0,0,0,0,0,0,0,0,0,NA
97,"BKS_BL_SH_02","brooks","shore",2025-07-08,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
98,"BKS_BL_SH_03","brooks","shore",2025-07-08,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
99,"BKS_BL_SH_04","brooks","shore",2025-07-08,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
100,"BKS_BL_SH_05","brooks","shore",2025-07-08,"regular","SPATT",TRUE,"detected","Shipped",3.280592837,1,0,0,3.280592837,0,0,0,0,0,0,0,0,0,NA
101,"BKS_BL_SH_06","brooks","shore",2025-07-08,"regular","SPATT",TRUE,"detected","Shipped",0,1,0,0,0,0,0,0,0.424888747,0,0,0,0,0,NA
102,"BKS_BL_SH_07","brooks","shore",2025-07-08,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
103,"BKS_RN_SH_10","rainbow","shore",2025-07-22,"regular","SPATT",TRUE,"detected","Shipped",85.12470372,2,0,0,76.00336048,0,9.12134324,0,0,0,0,0,0,0,NA
104,"BKS_RN_BU_SS","rainbow","buoy_surface",2025-07-22,"regular","SPATT",TRUE,"detected","Shipped",73.89855809,2,0,0,66.48360336,0,7.41495473,0,0,0,0,0,0,0,NA
105,"BKS_BL_BU_SS","brooks","buoy_surface",2025-07-08,"regular","SPATT",TRUE,"detected","Shipped",2.496454985,2,0,0,2.496454985,0,0,0,0.758347213,0,0,0,0,0,NA
106,"BKS_BL_BU_DD","brooks","buoy_depth",2025-07-08,"regular","SPATT",TRUE,"detected","Shipped",2.406478422,1,0,0,2.406478422,0,0,0,0,0,0,0,0,0,NA
107,"BKS_UB_SH_08","upper brooks","shore",2025-07-09,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
108,"BKS_UB_NCOVE","upper brooks","shore",2025-07-09,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"BKS_UB_BU_SS","upper brooks","buoy_surface",2025-07-09,"regular","SPATT",TRUE,"detected","Shipped",0.446676819,1,0.446676819,0,0,0,0,0,0,0,0,0,0,0,NA
110,"BKS_UB_BU_DD","upper brooks","buoy_depth",2025-07-09,"regular","SPATT",TRUE,"detected","Shipped",0.770932913,1,0.770932913,0,0,0,0,0,0,0,0,0,0,0,NA
111,"BKS_RN_SH_10","rainbow","shore",2025-07-09,"regular","SPATT",TRUE,"detected","Shipped",0.492492959,1,0.492492959,0,0,0,0,0,0,0,0,0,0,0,NA
112,"BKS_RN_BU_SS","rainbow","buoy_surface",2025-07-09,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
113,"BKS_RN_BU_DD","rainbow","buoy_depth",2025-07-09,"regular","SPATT",TRUE,"detected","Shipped",2.398693808,2,0.266588846,2.132104962,0,0,0,0,0,0,0,0,0,0,NA
114,"BKS_LJ_BU_SS","lower jade","buoy_surface",2025-07-09,"regular","SPATT",TRUE,"detected","Shipped",0.65785868,1,0.65785868,0,0,0,0,0,0,0,0,0,0,0,NA
115,"BKS_LJ_BU_DD","lower jade","buoy_depth",2025-07-09,"regular","SPATT",TRUE,"detected","Shipped",0.455559046,1,0,0,0,0,0,0,0,0.455559046,0,0,0,0,NA
116,"BKS_UB_BU_SS","upper brooks","buoy_surface",2025-07-09,"Duplicate","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"BKS_RN_SH_10","rainbow","shore",2025-07-09,"duplicate","SPATT",TRUE,"detected","Shipped",6.127231782,2,0,0.772837025,5.354394757,0,0,0,0,0,0,0,0,0,NA
118,"BYS_BR_SH_01","boysen","shore",2025-07-10,"regular","SPATT",TRUE,"detected","Shipped",55.21601203,2,0,0,55.21601203,0,0,0,1.474531672,0,0,0,0,0,NA
119,"BYS_PC_SH_02","boysen","shore",2025-07-10,"regular","SPATT",TRUE,"detected","Shipped",8.355586689,1,0,0,8.355586689,0,0,0,0,0,0,0,0,0,NA
120,"BYS_FR_SH_03","boysen","shore",2025-07-10,"regular","SPATT",TRUE,"detected","Shipped",8.087235536,2,0,0,8.087235536,0,0,0,0.492558802,0,0,0,0,0,NA
121,"BYS_CR_SH_04","boysen","shore",2025-07-10,"regular","SPATT",TRUE,"detected","Shipped",55.33637541,2,0,0,55.33637541,0,0,0,1.229591695,0,0,0,0,0,NA
122,"BKS_RN_BU_DD","rainbow","buoy_depth",2025-07-22,"regular","SPATT",TRUE,"detected","Shipped",20.365939952,3,0,0,19.97400768,0,0,0,0.399032031,0.391932272,0,0,0,0,NA
123,"BKS_LJ_BU_SS","lower jade","buoy_surface",2025-07-22,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
124,"BKS_LJ_BU_DD","lower jade","buoy_depth",2025-07-22,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
125,"SPATT_BLANK","blank","blank",2025-07-09,"blank","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
126,"BKS_BL_SH_01","brooks","shore",2025-07-08,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
127,"BKS_BL_SH_02","brooks","shore",2025-07-08,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
128,"BKS_BL_SH_03","brooks","shore",2025-07-08,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
129,"BKS_BL_SH_04","brooks","shore",2025-07-08,"regular","GRAB",TRUE,"detected","Shipped",0.378075963,1,0,0,0.378075963,0,0,0,0,0,0,0,0,0,NA
130,"BKS_BL_SH_05","brooks","shore",2025-07-08,"regular","GRAB",TRUE,"detected","Shipped",0.366535489,1,0,0,0.366535489,0,0,0,0,0,0,0,0,0,NA
131,"BKS_BL_SH_06","brooks","shore",2025-07-08,"regular","GRAB",TRUE,"detected","Shipped",0.316108635,1,0,0,0.316108635,0,0,0,0,0,0,0,0,0,NA
132,"BKS_BL_SH_07","brooks","shore",2025-07-08,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
133,"BKS_BL_BON","tributary","tributary",2025-07-08,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,"BKS_BL_CREEK","tributary","tributary",2025-07-08,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,"BKS_BL_BU_SS","brooks","buoy_surface",2025-07-08,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
136,"BKS_BL_BU_DD","brooks","buoy_depth",2025-07-08,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
137,"BKS_UB_SH_08","upper brooks","shore",2025-07-09,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
138,"BKS_UB_SH_09","upper brooks","shore",2025-07-09,"regular","GRAB",TRUE,"detected","Shipped",0.286504811,1,0,0,0.286504811,0,0,0,0,0,0,0,0,0,NA
139,"BKS_UB_BU_SS","upper brooks","buoy_surface",2025-07-09,"regular","GRAB",TRUE,"detected","Shipped",0.376068924,1,0,0,0.376068924,0,0,0,0,0,0,0,0,0,NA
140,"BKS_UB_BU_DD","upper brooks","buoy_depth",2025-07-09,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
141,"BKS_RN_SH_10","rainbow","shore",2025-07-09,"regular","GRAB",TRUE,"detected","Shipped",0.591170112,2,0.054788951,0,0.536381161,0,0,0,0,0,0,0,0,0,NA
142,"BKS_RN_BU_SS","rainbow","buoy_surface",2025-07-09,"regular","GRAB",TRUE,"detected","Shipped",0.428502817,1,0,0,0.428502817,0,0,0,0,0,0,0,0,0,NA
143,"BKS_RN_BU_DD","rainbow","buoy_depth",2025-07-09,"regular","GRAB",TRUE,"detected","Shipped",0.417464103,1,0,0,0.417464103,0,0,0,0,0,0,0,0,0,NA
144,"BKS_LJ_BU_SS","lower jade","buoy_surface",2025-07-09,"regular","GRAB",TRUE,"detected","Shipped",0.267939701,1,0,0,0.267939701,0,0,0,0,0,0,0,0,0,NA
145,"BKS_LJ_BU_DD","lower jade","buoy_depth",2025-07-09,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
146,"BKS_RN_BU_SS","rainbow","buoy_surface",2025-07-09,"duplicate","GRAB",TRUE,"detected","Shipped",0.32714735,1,0,0,0.32714735,0,0,0,0,0,0,0,0,0,NA
147,"BKS_UB_NCOVE","upper brooks","shore",2025-07-09,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"BYS_BR_SH_01","boysen","shore",2025-07-10,"regular","GRAB",TRUE,"detected","Shipped",0.46086632,1,0,0,0.46086632,0,0,0,0,0,0,0,0,0,NA
149,"BYS_PC_SH_02","boysen","shore",2025-07-10,"regular","GRAB",TRUE,"detected","Shipped",0.321627993,1,0,0,0.321627993,0,0,0,0,0,0,0,0,0,NA
150,"BYS_FR_SH_03","boysen","shore",2025-07-10,"regular","GRAB",TRUE,"detected","Shipped",0.251883389,1,0,0,0.251883389,0,0,0,0,0,0,0,0,0,NA
151,"BYS_CR_SH_04","boysen","shore",2025-07-10,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
152,"BKS_LJ_BU_SS","lower jade","buoy_surface",2025-07-22,"Duplicate","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,"BKS_BL_SH_03","brooks","shore",2025-07-21,"duplicate","SPATT",TRUE,"detected","Shipped",2.249087093,2,0,0,0,1.487297145,0,0,0,0.761789948,0,0,0,0,NA
154,"BYS_PC_SH_02","boysen","shore",2025-07-10,"duplicate","GRAB",TRUE,"detected","Shipped",0.273208177,1,0,0,0.273208177,0,0,0,0,0,0,0,0,0,NA
155,"GRAB_BLANK","blank","blank",2025-07-09,"blank","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
156,"BYS_BR_SH_01","boysen","shore",2025-07-21,"regular","SPATT",TRUE,"detected","Shipped",121.81161048,4,0,0,106.3511134,15.46049708,0,0,6.029972646,0,0,6.204989728,0,0,NA
157,"BYS_PC_SH_02","boysen","shore",2025-07-21,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,"BYS_FR_SH_03","boysen","shore",2025-07-21,"regular","SPATT",TRUE,"detected","Shipped",50.59545161,3,0,0,40.06324851,10.5322031,0,0,4.35872028,0,0,0,0,0,NA
159,"BYS_CR_SH_04","boysen","shore",2025-07-21,"Regular","SPATT",FALSE,"not_analyzed","Lost",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"BYS_BY_BU_SS","boysen","buoy_surface",2025-07-30,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,"BYS_BY_BU_DD","boysen","buoy_depth",2025-07-30,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,"BYS_PC_SH_02","boysen","shore",2025-07-21,"duplicate","SPATT",TRUE,"detected","Shipped",15.02648063,2,0,0,15.02648063,0,0,0,1.838971608,0,0,0,0,0,NA
163,"SPATT_BLANK","blank","blank",2025-07-22,"blank","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
164,"BKS_BL_SH_01","brooks","shore",2025-07-21,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
165,"BKS_BL_SH_02","brooks","shore",2025-07-22,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
166,"BKS_BL_SH_03","brooks","shore",2025-07-21,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
167,"BKS_BL_SH_04","brooks","shore",2025-07-21,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
168,"BKS_BL_SH_05","brooks","shore",2025-07-23,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
169,"BKS_BL_SH_06","brooks","shore",2025-07-23,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
170,"BKS_BL_SH_07","brooks","shore",2025-07-23,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
171,"BKS_BL_BON","tributary","tributary",2025-07-23,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,"BKS_BL_CREEK","tributary","tributary",2025-07-23,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,"BKS_BL_BU_SS","brooks","buoy_surface",2025-07-23,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
174,"BKS_BL_BU_DD","brooks","buoy_depth",2025-07-23,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
175,"BKS_UB_SH_08","upper brooks","shore",2025-07-22,"regular","GRAB",TRUE,"detected","Shipped",6.011720845,2,0,1.085715908,0,0,0,0,0,0,4.926004937,0,0,0,NA
176,"BKS_UB_SH_09","upper brooks","shore",2025-07-22,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
177,"BKS_UB_BU_SS","upper brooks","buoy_surface",2025-07-22,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
178,"BKS_UB_BU_DD","upper brooks","buoy_depth",2025-07-22,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
179,"BKS_RN_SH_10","rainbow","shore",2025-07-22,"regular","GRAB",TRUE,"detected","Shipped",3.27060479,2,0,0,3.035646419,0,0.234958371,0,0,0,0,0,0,0,NA
180,"BKS_RN_BU_SS","rainbow","buoy_surface",2025-07-22,"regular","GRAB",TRUE,"detected","Shipped",1.005777396,1,0,0,1.005777396,0,0,0,0,0,0,0,0,0,NA
181,"BKS_RN_BU_DD","rainbow","buoy_depth",2025-07-22,"regular","GRAB",TRUE,"detected","Shipped",0.695940758,1,0,0,0.695940758,0,0,0,0,0,0,0,0,0,NA
182,"BKS_LJ_BU_SS","lower jade","buoy_surface",2025-07-22,"regular","GRAB",TRUE,"detected","Shipped",0.488713986,1,0,0,0.488713986,0,0,0,0,0,0,0,0,0,NA
183,"BKS_LJ_BU_DD","lower jade","buoy_depth",2025-07-22,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
184,"BKS_BL_BU_SS","brooks","buoy_surface",2025-07-23,"duplicate","GRAB",TRUE,"detected","Shipped",0.4585796,1,0,0,0.4585796,0,0,0,0,0,0,0,0,0,NA
185,"BYS_BR_SH_01","boysen","shore",2025-07-21,"regular","GRAB",TRUE,"detected","Shipped",0.837687884,1,0,0,0.837687884,0,0,0,0,0,0,0,0,0,NA
186,"BYS_PC_SH_02","boysen","shore",2025-07-21,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
187,"BYS_FR_SH_03","boysen","shore",2025-07-21,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
188,"BYS_CR_SH_04","boysen","shore",2025-07-21,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
