sample_number,site_id,date,sample_type,method,rr,yr,lr,la,dm_lr,ly,nod,lf,wr,atx,hatx,cyl,ng_m_l,lake,site_type,depth_category,ng_g_resin
329,BKS_RN_BU_DD,2025-09-02,regular,spatt,0,13.92149794,39.53286035,0,3.641988399,0,0,0,0,0,0,0,NA,rainbow,buoy,bottom,NA
330,BKS_LJ_BU_SS,2025-09-02,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,surface,NA
331,BKS_LJ_BU_DD,2025-09-02,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,bottom,NA
367,BKS_BL_SH_01,2025-09-16,regular,spatt,0,5.066527236,12.79008948,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
368,BKS_BL_SH_02,2025-09-16,regular,spatt,0,0,0.857749518,0,0,0,0.544388707,0,0,0,0,0,NA,brooks,shore,NA,NA
369,BKS_BL_SH_03,2025-09-16,regular,spatt,0,0,0.830434654,0,0,0,1.17706296,0,0,0,0,0,NA,brooks,shore,NA,NA
370,BKS_BL_SH_04,2025-09-17,regular,spatt,0,0,1.627903094,0,0,0,1.857141193,0,0,0,0,0,NA,brooks,shore,NA,NA
371,BKS_BL_SH_05,2025-09-17,regular,spatt,0,0,2.215329649,0,0,0,0.700344308,0,0,0,0,0,NA,brooks,shore,NA,NA
372,BKS_BL_SH_06,2025-09-17,regular,spatt,0,0,1.687242281,0,0,0,0.436419445,0,0,0,0,0,NA,brooks,shore,NA,NA
373,BKS_BL_SH_07,2025-09-17,regular,spatt,0,0,1.856468851,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
376,BKS_BL_BU_SS,2025-09-17,regular,spatt,0,0,6.665369063,0,0,0,0,0,0,0,0,0,NA,brooks,buoy,surface,NA
377,BKS_BL_BU_DD,2025-09-17,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,buoy,bottom,NA
378,BKS_UB_SH_08,2025-09-17,regular,spatt,0.31393219,0,2.976724621,0,0,0,0,3.927617551,0,0,0,0,NA,upper brooks,shore,NA,NA
379,BKS_UB_SH_09,2025-09-17,regular,spatt,0.373737525,0,1.963699021,0,0,0,0,0,0,0,0,0,NA,upper brooks,shore,NA,NA
380,BKS_UB_BU_SS,2025-09-17,regular,spatt,1.148885522,0,7.981473612,0,0,0,0,0,0,0,0,0,NA,upper brooks,buoy,surface,NA
381,BKS_UB_BU_DD,2025-09-17,regular,spatt,0,0,23.32050441,0,0,0,0,0,0,0,0,0,NA,upper brooks,buoy,bottom,NA
382,BKS_RN_SH_10,2025-09-17,regular,spatt,0,0,84.25673695,0,4.804751668,0,0,0,0,0,0,0,NA,rainbow,shore,NA,NA
383,BKS_RN_BU_SS,2025-09-17,regular,spatt,0,0,147.4968431,0,10.68906889,0,0,0,0,0,0,0,NA,rainbow,buoy,surface,NA
384,BKS_RN_BU_DD,2025-09-17,regular,spatt,0,0,142.7561043,0,3.919982376,0,0,0,0,0,0,0,NA,rainbow,buoy,bottom,NA
385,BKS_LJ_BU_SS,2025-09-17,regular,spatt,0,0,44.3852806,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,surface,NA
386,BKS_LJ_BU_DD,2025-09-17,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,bottom,NA
422,BKS_BL_SH_01,2015-09-29,regular,spatt,0,0,4.313250901459399,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
423,BKS_BL_SH_02,2015-09-29,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
424,BKS_BL_SH_03,2015-09-29,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
425,BKS_BL_SH_04,2025-09-30,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
426,BKS_BL_SH_05,2025-09-30,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
428,BKS_BL_SH_07,2025-09-30,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
431,BKS_BL_BU_SS,2025-09-30,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,buoy,surface,NA
432,BKS_BL_BU_DD,2025-09-30,regular,spatt,0,0,0,0,0,0,0,0,0,0,7.674894635292163,0,NA,brooks,buoy,bottom,NA
433,BKS_UB_SH_08,2025-09-30,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,upper brooks,shore,NA,NA
434,BKS_UB_SH_09,2025-09-30,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,upper brooks,shore,NA,NA
435,BKS_UB_BU_SS,2025-09-30,regular,spatt,0,0,20.08392280214428,0,0,0,0,0,0,0,0,0,NA,upper brooks,buoy,surface,NA
436,BKS_UB_BU_DD,2025-09-30,regular,spatt,0,0,25.156817375219337,0,0,0,0,0,0,0,0,0,NA,upper brooks,buoy,bottom,NA
437,BKS_RN_SH_10,2025-09-30,regular,spatt,0,0,106.92204652026548,0,68.71958562130534,0,0,0,0,0,0,0,NA,rainbow,shore,NA,NA
438,BKS_RN_BU_SS,2025-09-30,regular,spatt,0,0,201.57306140614642,0,156.33259634087702,0,0,0,0,0,0,0,NA,rainbow,buoy,surface,NA
439,BKS_RN_BU_DD,2025-09-30,regular,spatt,0,0,42.254372662154886,0,0,0,0,0,0,0,0,0,NA,rainbow,buoy,bottom,NA
440,BKS_LJ_BU_SS,2025-10-01,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,surface,NA
441,BKS_LJ_BU_DD,2025-10-01,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,bottom,NA
477,BKS_BL_SH_01,2025-10-14,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
478,BKS_BL_SH_02,2025-10-14,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
479,BKS_BL_SH_03,2025-10-14,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
480,BKS_BL_SH_04,2025-10-14,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
481,BKS_BL_SH_05,2025-10-14,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,shore,NA,NA
482,BKS_BL_SH_06,2025-10-14,regular,spatt,0,0,0,0,0,0,0.6750699500929912,0,0,0,0,0,NA,brooks,shore,NA,NA
483,BKS_BL_SH_07,2025-10-14,regular,spatt,0,0,0,0,0,0,0.41242627558303685,0,0,0,0,0,NA,brooks,shore,NA,NA
486,BKS_BL_BU_SS,2025-10-14,regular,spatt,0,0,0,0,0,0,0.942023077355437,0,0,0,0,0,NA,brooks,buoy,surface,NA
487,BKS_BL_BU_DD,2025-10-14,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,brooks,buoy,bottom,NA
488,BKS_UB_SH_08,2025-10-15,regular,spatt,0,0,0,0,0,0,0,0,0,0,40.250378322090704,0,NA,upper brooks,shore,NA,NA
489,BKS_UB_SH_09,2025-10-15,regular,spatt,0,0,11.46504676581313,0,0,0,0,0,0,0,0,0,NA,upper brooks,shore,NA,NA
490,BKS_UB_BU_SS,2025-10-14,regular,spatt,0,0,11.135965607684648,0,0,0,0,0,0,0,0,0,NA,upper brooks,buoy,surface,NA
491,BKS_UB_BU_DD,2025-10-14,regular,spatt,0,0,23.647502188294947,0,0,0,0,0,0,0,0,0,NA,upper brooks,buoy,bottom,NA
492,BKS_RN_SH_10,2025-10-15,regular,spatt,0,0,28.30508578105812,0,119.09155620273873,0,0,0,0,0,0,0,NA,rainbow,shore,NA,NA
494,BKS_RN_BU_DD,2025-10-14,regular,spatt,0,0,122.51204641256608,0,101.14280235938573,0,0,0,0,0,0,0,NA,rainbow,buoy,bottom,NA
495,BKS_LJ_BU_SS,2025-10-14,regular,spatt,0,0,109.82042442100133,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,surface,NA
496,BKS_LJ_BU_DD,2025-10-14,regular,spatt,0,0,0,0,0,0,0,0,0,0,0,0,NA,lower jade,buoy,bottom,NA
