MiniDOT Logger Concatenated Data File
Sensor:             7450-239868
Concatenation Date: 2025Oct27 13:04:45 MDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 0.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,        Mountain Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1750834500,           2025-06-25 06:55:00,           2025-06-25 00:55:00,      3.520000,     12.070000,          8.105000,                    75.326890,      0.928000
                1750835100,           2025-06-25 07:05:00,           2025-06-25 01:05:00,      3.520000,     12.035000,          8.118000,                    75.387725,      0.928000
                1750835700,           2025-06-25 07:15:00,           2025-06-25 01:15:00,      3.520000,     12.035000,          8.098000,                    75.201995,      0.928000
                1750836300,           2025-06-25 07:25:00,           2025-06-25 01:25:00,      3.520000,     12.017000,          8.098000,                    75.171226,      0.928000
                1750836900,           2025-06-25 07:35:00,           2025-06-25 01:35:00,      3.520000,     12.008000,          8.116000,                    75.322897,      0.929000
                1750837500,           2025-06-25 07:45:00,           2025-06-25 01:45:00,      3.520000,     11.972000,          8.122000,                    75.316872,      0.929000
                1750838100,           2025-06-25 07:55:00,           2025-06-25 01:55:00,      3.520000,     11.972000,          8.130000,                    75.391057,      0.929000
                1750838700,           2025-06-25 08:05:00,           2025-06-25 02:05:00,      3.520000,     11.981000,          8.109000,                    75.211722,      0.928000
                1750839300,           2025-06-25 08:15:00,           2025-06-25 02:15:00,      3.520000,     11.963000,          8.132000,                    75.394159,      0.928000
                1750839900,           2025-06-25 08:25:00,           2025-06-25 02:25:00,      3.520000,     11.963000,          8.126000,                    75.338531,      0.928000
                1750840500,           2025-06-25 08:35:00,           2025-06-25 02:35:00,      3.520000,     11.946000,          8.135000,                    75.392791,      0.928000
                1750841100,           2025-06-25 08:45:00,           2025-06-25 02:45:00,      3.520000,     11.910000,          8.150000,                    75.469903,      0.928000
                1750841700,           2025-06-25 08:55:00,           2025-06-25 02:55:00,      3.520000,     11.928000,          8.144000,                    75.445270,      0.929000
                1750842300,           2025-06-25 09:05:00,           2025-06-25 03:05:00,      3.520000,     11.892000,          8.143000,                    75.374162,      0.929000
                1750842900,           2025-06-25 09:15:00,           2025-06-25 03:15:00,      3.520000,     11.874000,          8.142000,                    75.333992,      0.928000
                1750843500,           2025-06-25 09:25:00,           2025-06-25 03:25:00,      3.520000,     11.874000,          8.142000,                    75.333992,      0.929000
                1750844100,           2025-06-25 09:35:00,           2025-06-25 03:35:00,      3.520000,     11.883000,          8.132000,                    75.256904,      0.928000
                1750844700,           2025-06-25 09:45:00,           2025-06-25 03:45:00,      3.520000,     11.874000,          8.128000,                    75.204456,      0.929000
                1750845300,           2025-06-25 09:55:00,           2025-06-25 03:55:00,      3.520000,     11.839000,          8.121000,                    75.079741,      0.928000
                1750845900,           2025-06-25 10:05:00,           2025-06-25 04:05:00,      3.520000,     11.821000,          8.128000,                    75.113605,      0.928000
                1750846500,           2025-06-25 10:15:00,           2025-06-25 04:15:00,      3.520000,     11.839000,          8.127000,                    75.135212,      0.929000
                1750847100,           2025-06-25 10:25:00,           2025-06-25 04:25:00,      3.520000,     11.794000,          8.124000,                    75.030388,      0.928000
                1750847700,           2025-06-25 10:35:00,           2025-06-25 04:35:00,      3.520000,     11.803000,          8.100000,                    74.824104,      0.928000
                1750848300,           2025-06-25 10:45:00,           2025-06-25 04:45:00,      3.520000,     11.803000,          8.106000,                    74.879529,      0.929000
                1750848900,           2025-06-25 10:55:00,           2025-06-25 04:55:00,      3.520000,     11.776000,          8.104000,                    74.814921,      0.928000
                1750849500,           2025-06-25 11:05:00,           2025-06-25 05:05:00,      3.520000,     11.776000,          8.102000,                    74.796457,      0.929000
                1750850100,           2025-06-25 11:15:00,           2025-06-25 05:15:00,      3.520000,     11.741000,          8.098000,                    74.699782,      0.928000
                1750850700,           2025-06-25 11:25:00,           2025-06-25 05:25:00,      3.520000,     11.732000,          8.106000,                    74.758201,      0.928000
                1750851300,           2025-06-25 11:35:00,           2025-06-25 05:35:00,      3.520000,     11.723000,          8.093000,                    74.622955,      0.928000
                1750851900,           2025-06-25 11:45:00,           2025-06-25 05:45:00,      3.520000,     11.749000,          8.098000,                    74.713438,      0.929000
                1750852500,           2025-06-25 11:55:00,           2025-06-25 05:55:00,      3.520000,     11.732000,          8.095000,                    74.656752,      0.929000
                1750853100,           2025-06-25 12:05:00,           2025-06-25 06:05:00,      3.520000,     11.741000,          8.092000,                    74.644435,      0.929000
                1750853700,           2025-06-25 12:15:00,           2025-06-25 06:15:00,      3.520000,     11.723000,          8.092000,                    74.613735,      0.929000
                1750854300,           2025-06-25 12:25:00,           2025-06-25 06:25:00,      3.520000,     11.714000,          8.093000,                    74.607604,      0.928000
                1750854900,           2025-06-25 12:35:00,           2025-06-25 06:35:00,      3.520000,     11.705000,          8.085000,                    74.518519,      0.928000
                1750855500,           2025-06-25 12:45:00,           2025-06-25 06:45:00,      3.520000,     11.696000,          8.100000,                    74.641409,      0.929000
                1750856100,           2025-06-25 12:55:00,           2025-06-25 06:55:00,      3.520000,     11.669000,          8.101000,                    74.604534,      0.929000
                1750856700,           2025-06-25 13:05:00,           2025-06-25 07:05:00,      3.520000,     11.678000,          8.098000,                    74.592263,      0.928000
                1750857300,           2025-06-25 13:15:00,           2025-06-25 07:15:00,      3.520000,     11.669000,          8.099000,                    74.586115,      0.928000
                1750857900,           2025-06-25 13:25:00,           2025-06-25 07:25:00,      3.520000,     11.678000,          8.103000,                    74.638319,      0.929000
                1750858500,           2025-06-25 13:35:00,           2025-06-25 07:35:00,      3.520000,     11.660000,          8.107000,                    74.644416,      0.928000
                1750859100,           2025-06-25 13:45:00,           2025-06-25 07:45:00,      3.520000,     11.669000,          8.101000,                    74.604534,      0.928000
                1750859700,           2025-06-25 13:55:00,           2025-06-25 07:55:00,      3.520000,     11.696000,          8.106000,                    74.696699,      0.929000
                1750860300,           2025-06-25 14:05:00,           2025-06-25 08:05:00,      3.520000,     11.705000,          8.093000,                    74.592254,      0.929000
                1750860900,           2025-06-25 14:15:00,           2025-06-25 08:15:00,      3.520000,     11.741000,          8.089000,                    74.616762,      0.928000
                1750861500,           2025-06-25 14:25:00,           2025-06-25 08:25:00,      3.520000,     11.741000,          8.103000,                    74.745905,      0.928000
                1750862100,           2025-06-25 14:35:00,           2025-06-25 08:35:00,      3.520000,     11.767000,          8.096000,                    74.725705,      0.928000
                1750862700,           2025-06-25 14:45:00,           2025-06-25 08:45:00,      3.520000,     11.749000,          8.115000,                    74.870283,      0.928000
                1750863300,           2025-06-25 14:55:00,           2025-06-25 08:55:00,      3.520000,     11.776000,          8.106000,                    74.833385,      0.928000
                1750863900,           2025-06-25 15:05:00,           2025-06-25 09:05:00,      3.520000,     11.749000,          8.122000,                    74.934866,      0.928000
                1750864500,           2025-06-25 15:15:00,           2025-06-25 09:15:00,      3.520000,     11.785000,          8.121000,                    74.987272,      0.928000
                1750865100,           2025-06-25 15:25:00,           2025-06-25 09:25:00,      3.520000,     11.803000,          8.115000,                    74.962667,      0.928000
                1750865700,           2025-06-25 15:35:00,           2025-06-25 09:35:00,      3.520000,     11.803000,          8.123000,                    75.036567,      0.928000
                1750866300,           2025-06-25 15:45:00,           2025-06-25 09:45:00,      3.520000,     11.812000,          8.133000,                    75.144377,      0.928000
                1750866900,           2025-06-25 15:55:00,           2025-06-25 09:55:00,      3.520000,     11.848000,          8.107000,                    74.965697,      0.928000
                1750867500,           2025-06-25 16:05:00,           2025-06-25 10:05:00,      3.520000,     11.839000,          8.130000,                    75.162947,      0.928000
                1750868100,           2025-06-25 16:15:00,           2025-06-25 10:15:00,      3.520000,     11.857000,          8.116000,                    75.064325,      0.929000
                1750868700,           2025-06-25 16:25:00,           2025-06-25 10:25:00,      3.520000,     11.892000,          8.109000,                    75.059447,      0.928000
                1750869300,           2025-06-25 16:35:00,           2025-06-25 10:35:00,      3.520000,     11.821000,          8.126000,                    75.095122,      0.928000
                1750869900,           2025-06-25 16:45:00,           2025-06-25 10:45:00,      3.520000,     11.839000,          8.117000,                    75.042761,      0.928000
                1750870500,           2025-06-25 16:55:00,           2025-06-25 10:55:00,      3.520000,     11.883000,          8.047000,                    74.470279,      0.928000
                1750871100,           2025-06-25 17:05:00,           2025-06-25 11:05:00,      3.520000,     11.928000,          8.037000,                    74.454032,      0.928000
                1750871700,           2025-06-25 17:15:00,           2025-06-25 11:15:00,      3.510000,     11.990000,          8.029000,                    74.484965,      0.928000
                1750872300,           2025-06-25 17:25:00,           2025-06-25 11:25:00,      3.510000,     12.008000,          8.057000,                    74.775330,      0.928000
                1750872900,           2025-06-25 17:35:00,           2025-06-25 11:35:00,      3.510000,     11.972000,          8.070000,                    74.834666,      0.929000
                1750873500,           2025-06-25 17:45:00,           2025-06-25 11:45:00,      3.510000,     11.981000,          8.054000,                    74.701592,      0.928000
                1750874100,           2025-06-25 17:55:00,           2025-06-25 11:55:00,      3.510000,     11.990000,          8.065000,                    74.818937,      0.928000
                1750874700,           2025-06-25 18:05:00,           2025-06-25 12:05:00,      3.510000,     12.017000,          8.099000,                    75.180509,      0.928000
                1750875300,           2025-06-25 18:15:00,           2025-06-25 12:15:00,      3.510000,     12.061000,          8.091000,                    75.181401,      0.928000
                1750875900,           2025-06-25 18:25:00,           2025-06-25 12:25:00,      3.510000,     12.070000,          8.149000,                    75.735820,      0.928000
                1750876500,           2025-06-25 18:35:00,           2025-06-25 12:35:00,      3.510000,     12.106000,          8.125000,                    75.574530,      0.928000
                1750877100,           2025-06-25 18:45:00,           2025-06-25 12:45:00,      3.510000,     12.079000,          8.074000,                    75.054122,      0.928000
                1750877700,           2025-06-25 18:55:00,           2025-06-25 12:55:00,      3.510000,     12.008000,          8.079000,                    74.979508,      0.928000
                1750878300,           2025-06-25 19:05:00,           2025-06-25 13:05:00,      3.510000,     12.008000,          8.103000,                    75.202247,      0.928000
                1750878900,           2025-06-25 19:15:00,           2025-06-25 13:15:00,      3.510000,     12.052000,          8.090000,                    75.156737,      0.928000
                1750879500,           2025-06-25 19:25:00,           2025-06-25 13:25:00,      3.510000,     12.106000,          8.087000,                    75.221074,      0.928000
                1750880100,           2025-06-25 19:35:00,           2025-06-25 13:35:00,      3.510000,     12.195000,          8.119000,                    75.671348,      0.928000
                1750880700,           2025-06-25 19:45:00,           2025-06-25 13:45:00,      3.510000,     12.132000,          8.084000,                    75.237558,      0.928000
                1750881300,           2025-06-25 19:55:00,           2025-06-25 13:55:00,      3.510000,     12.044000,          8.082000,                    75.068767,      0.928000
                1750881900,           2025-06-25 20:05:00,           2025-06-25 14:05:00,      3.510000,     12.017000,          8.107000,                    75.254770,      0.928000
                1750882500,           2025-06-25 20:15:00,           2025-06-25 14:15:00,      3.510000,     12.079000,          8.106000,                    75.351587,      0.928000
                1750883100,           2025-06-25 20:25:00,           2025-06-25 14:25:00,      3.510000,     12.132000,          8.095000,                    75.339935,      0.928000
                1750883700,           2025-06-25 20:35:00,           2025-06-25 14:35:00,      3.510000,     12.221000,          8.151000,                    76.014374,      0.928000
                1750884300,           2025-06-25 20:45:00,           2025-06-25 14:45:00,      3.510000,     12.336000,          8.112000,                    75.847839,      0.928000
                1750884900,           2025-06-25 20:55:00,           2025-06-25 14:55:00,      3.510000,     12.354000,          8.111000,                    75.869357,      0.928000
                1750885500,           2025-06-25 21:05:00,           2025-06-25 15:05:00,      3.510000,     12.469000,          8.121000,                    76.160416,      0.928000
                1750886100,           2025-06-25 21:15:00,           2025-06-25 15:15:00,      3.510000,     12.319000,          8.106000,                    75.762606,      0.927000
                1750886700,           2025-06-25 21:25:00,           2025-06-25 15:25:00,      3.510000,     12.283000,          8.135000,                    75.971749,      0.928000
                1750887300,           2025-06-25 21:35:00,           2025-06-25 15:35:00,      3.510000,     12.345000,          8.130000,                    76.031610,      0.928000
                1750887900,           2025-06-25 21:45:00,           2025-06-25 15:45:00,      3.510000,     12.566000,          8.127000,                    76.383500,      0.928000
                1750888500,           2025-06-25 21:55:00,           2025-06-25 15:55:00,      3.510000,     12.549000,          8.173000,                    76.786435,      0.928000
                1750889100,           2025-06-25 22:05:00,           2025-06-25 16:05:00,      3.510000,     12.575000,          8.162000,                    76.728004,      0.928000
                1750889700,           2025-06-25 22:15:00,           2025-06-25 16:15:00,      3.510000,     12.602000,          8.156000,                    76.718215,      0.928000
                1750890300,           2025-06-25 22:25:00,           2025-06-25 16:25:00,      3.510000,     12.584000,          8.149000,                    76.621320,      0.927000
                1750890900,           2025-06-25 22:35:00,           2025-06-25 16:35:00,      3.510000,     12.593000,          8.158000,                    76.721485,      0.928000
                1750891500,           2025-06-25 22:45:00,           2025-06-25 16:45:00,      3.510000,     12.655000,          8.151000,                    76.762648,      0.928000
                1750892100,           2025-06-25 22:55:00,           2025-06-25 16:55:00,      3.510000,     12.743000,          8.138000,                    76.791896,      0.927000
                1750892700,           2025-06-25 23:05:00,           2025-06-25 17:05:00,      3.510000,     12.814000,          8.126000,                    76.800904,      0.928000
                1750893300,           2025-06-25 23:15:00,           2025-06-25 17:15:00,      3.510000,     12.875000,          8.143000,                    77.066854,      0.927000
                1750893900,           2025-06-25 23:25:00,           2025-06-25 17:25:00,      3.510000,     13.007000,          8.210000,                    77.930752,      0.928000
                1750894500,           2025-06-25 23:35:00,           2025-06-25 17:35:00,      3.510000,     12.902000,          8.177000,                    77.435440,      0.927000
                1750895100,           2025-06-25 23:45:00,           2025-06-25 17:45:00,      3.510000,     12.796000,          8.301000,                    78.423211,      0.928000
                1750895700,           2025-06-25 23:55:00,           2025-06-25 17:55:00,      3.510000,     13.077000,          8.450000,                    80.334360,      0.928000
                1750896300,           2025-06-26 00:05:00,           2025-06-25 18:05:00,      3.510000,     12.998000,          8.355000,                    79.291168,      0.927000
                1750896900,           2025-06-26 00:15:00,           2025-06-25 18:15:00,      3.510000,     12.875000,          8.283000,                    78.391840,      0.927000
                1750897500,           2025-06-26 00:25:00,           2025-06-25 18:25:00,      3.510000,     12.919000,          8.169000,                    77.389123,      0.927000
                1750898100,           2025-06-26 00:35:00,           2025-06-25 18:35:00,      3.510000,     12.946000,          8.185000,                    77.587559,      0.927000
                1750898700,           2025-06-26 00:45:00,           2025-06-25 18:45:00,      3.510000,     12.840000,          8.336000,                    78.831600,      0.927000
                1750899300,           2025-06-26 00:55:00,           2025-06-25 18:55:00,      3.510000,     12.602000,          8.275000,                    77.837571,      0.927000
                1750899900,           2025-06-26 01:05:00,           2025-06-25 19:05:00,      3.510000,     12.540000,          8.259000,                    77.578685,      0.928000
                1750900500,           2025-06-26 01:15:00,           2025-06-25 19:15:00,      3.510000,     12.566000,          8.270000,                    77.727518,      0.928000
                1750901100,           2025-06-26 01:25:00,           2025-06-25 19:25:00,      3.510000,     12.540000,          8.304000,                    78.001380,      0.928000
                1750901700,           2025-06-26 01:35:00,           2025-06-25 19:35:00,      3.510000,     12.522000,          8.263000,                    77.584783,      0.927000
                1750902300,           2025-06-26 01:45:00,           2025-06-25 19:45:00,      3.510000,     12.549000,          8.217000,                    77.199820,      0.928000
                1750902900,           2025-06-26 01:55:00,           2025-06-25 19:55:00,      3.510000,     12.593000,          8.246000,                    77.549076,      0.928000
                1750903500,           2025-06-26 02:05:00,           2025-06-25 20:05:00,      3.510000,     12.611000,          8.214000,                    77.279433,      0.927000
                1750904100,           2025-06-26 02:15:00,           2025-06-25 20:15:00,      3.510000,     12.584000,          8.214000,                    77.232485,      0.928000
                1750904700,           2025-06-26 02:25:00,           2025-06-25 20:25:00,      3.510000,     12.602000,          8.205000,                    77.179126,      0.928000
                1750905300,           2025-06-26 02:35:00,           2025-06-25 20:35:00,      3.510000,     12.690000,          8.304000,                    78.265085,      0.927000
                1750905900,           2025-06-26 02:45:00,           2025-06-25 20:45:00,      3.510000,     12.814000,          8.205000,                    77.547553,      0.927000
                1750906500,           2025-06-26 02:55:00,           2025-06-25 20:55:00,      3.510000,     12.946000,          8.276000,                    78.450169,      0.928000
                1750907100,           2025-06-26 03:05:00,           2025-06-25 21:05:00,      3.510000,     13.174000,          8.131000,                    77.469010,      0.927000
                1750907700,           2025-06-26 03:15:00,           2025-06-25 21:15:00,      3.510000,     13.174000,          8.159000,                    77.735783,      0.927000
                1750908300,           2025-06-26 03:25:00,           2025-06-25 21:25:00,      3.500000,     13.305000,          8.146000,                    77.838528,      0.927000
                1750908900,           2025-06-26 03:35:00,           2025-06-25 21:35:00,      3.500000,     13.332000,          8.122000,                    77.655782,      0.927000
                1750909500,           2025-06-26 03:45:00,           2025-06-25 21:45:00,      3.500000,     13.279000,          8.137000,                    77.707593,      0.927000
                1750910100,           2025-06-26 03:55:00,           2025-06-25 21:55:00,      3.500000,     13.183000,          8.157000,                    77.732312,      0.927000
                1750910700,           2025-06-26 04:05:00,           2025-06-25 22:05:00,      3.510000,     13.139000,          8.133000,                    77.427643,      0.927000
                1750911300,           2025-06-26 04:15:00,           2025-06-25 22:15:00,      3.510000,     13.165000,          8.135000,                    77.491578,      0.927000
                1750911900,           2025-06-26 04:25:00,           2025-06-25 22:25:00,      3.500000,     13.165000,          8.140000,                    77.539207,      0.927000
                1750912500,           2025-06-26 04:35:00,           2025-06-25 22:35:00,      3.500000,     13.139000,          8.137000,                    77.465723,      0.927000
                1750913100,           2025-06-26 04:45:00,           2025-06-25 22:45:00,      3.510000,     13.148000,          8.133000,                    77.443179,      0.927000
                1750913700,           2025-06-26 04:55:00,           2025-06-25 22:55:00,      3.510000,     13.104000,          8.123000,                    77.272103,      0.927000
                1750914300,           2025-06-26 05:05:00,           2025-06-25 23:05:00,      3.510000,     13.086000,          8.118000,                    77.193531,      0.927000
                1750914900,           2025-06-26 05:15:00,           2025-06-25 23:15:00,      3.500000,     13.086000,          8.116000,                    77.174513,      0.927000
                1750915500,           2025-06-26 05:25:00,           2025-06-25 23:25:00,      3.510000,     13.033000,          8.125000,                    77.168729,      0.927000
                1750916100,           2025-06-26 05:35:00,           2025-06-25 23:35:00,      3.510000,     13.025000,          8.087000,                    76.794093,      0.927000
                1750916700,           2025-06-26 05:45:00,           2025-06-25 23:45:00,      3.510000,     12.989000,          8.092000,                    76.779782,      0.927000
                1750917300,           2025-06-26 05:55:00,           2025-06-25 23:55:00,      3.510000,     12.954000,          8.095000,                    76.748160,      0.927000
                1750917900,           2025-06-26 06:05:00,           2025-06-26 00:05:00,      3.510000,     12.902000,          8.097000,                    76.677847,      0.927000
                1750918500,           2025-06-26 06:15:00,           2025-06-26 00:15:00,      3.510000,     12.866000,          8.071000,                    76.370035,      0.927000
                1750919100,           2025-06-26 06:25:00,           2025-06-26 00:25:00,      3.510000,     12.840000,          8.087000,                    76.476865,      0.927000
                1750919700,           2025-06-26 06:35:00,           2025-06-26 00:35:00,      3.510000,     12.787000,          8.095000,                    76.461601,      0.928000
                1750920300,           2025-06-26 06:45:00,           2025-06-26 00:45:00,      3.510000,     12.761000,          8.094000,                    76.407568,      0.928000
                1750920900,           2025-06-26 06:55:00,           2025-06-26 00:55:00,      3.510000,     12.725000,          8.104000,                    76.440164,      0.928000
                1750921500,           2025-06-26 07:05:00,           2025-06-26 01:05:00,      3.510000,     12.717000,          8.097000,                    76.360417,      0.927000
                1750922100,           2025-06-26 07:15:00,           2025-06-26 01:15:00,      3.510000,     12.681000,          8.105000,                    76.374065,      0.927000
                1750922700,           2025-06-26 07:25:00,           2025-06-26 01:25:00,      3.510000,     12.664000,          8.103000,                    76.326047,      0.927000
                1750923300,           2025-06-26 07:35:00,           2025-06-26 01:35:00,      3.510000,     12.646000,          8.096000,                    76.229253,      0.927000
                1750923900,           2025-06-26 07:45:00,           2025-06-26 01:45:00,      3.510000,     12.619000,          8.097000,                    76.192381,      0.928000
                1750924500,           2025-06-26 07:55:00,           2025-06-26 01:55:00,      3.510000,     12.611000,          8.085000,                    76.065768,      0.927000
                1750925100,           2025-06-26 08:05:00,           2025-06-26 02:05:00,      3.510000,     12.584000,          8.085000,                    76.019557,      0.928000
                1750925700,           2025-06-26 08:15:00,           2025-06-26 02:15:00,      3.510000,     12.531000,          8.080000,                    75.881907,      0.928000
                1750926300,           2025-06-26 08:25:00,           2025-06-26 02:25:00,      3.510000,     12.531000,          8.059000,                    75.684690,      0.928000
