MiniDOT Logger Concatenated Data File
Sensor:             7450-883563
Concatenation Date: 2025Oct27 13:43:53 MDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 0.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,        Mountain Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1750792860,           2025-06-24 19:21:00,           2025-06-24 13:21:00,      3.530000,     11.188000,          8.000000,                    72.864604,      0.954000
                1750793460,           2025-06-24 19:31:00,           2025-06-24 13:31:00,      3.530000,     11.179000,          8.044000,                    73.250144,      0.954000
                1750794060,           2025-06-24 19:41:00,           2025-06-24 13:41:00,      3.530000,     11.206000,          8.048000,                    73.332241,      0.954000
                1750794660,           2025-06-24 19:51:00,           2025-06-24 13:51:00,      3.530000,     11.448000,          8.141000,                    74.594027,      0.954000
                1750795260,           2025-06-24 20:01:00,           2025-06-24 14:01:00,      3.530000,     11.466000,          8.116000,                    74.395706,      0.954000
                1750795860,           2025-06-24 20:11:00,           2025-06-24 14:11:00,      3.530000,     11.475000,          8.093000,                    74.200207,      0.954000
                1750796460,           2025-06-24 20:21:00,           2025-06-24 14:21:00,      3.530000,     11.591000,          8.085000,                    74.324334,      0.954000
                1750797060,           2025-06-24 20:31:00,           2025-06-24 14:31:00,      3.530000,     11.707000,          8.178000,                    75.379136,      0.953000
                1750797660,           2025-06-24 20:41:00,           2025-06-24 14:41:00,      3.530000,     11.761000,          8.189000,                    75.573733,      0.954000
                1750798260,           2025-06-24 20:51:00,           2025-06-24 14:51:00,      3.530000,     11.618000,          8.189000,                    75.326964,      0.953000
                1750798860,           2025-06-24 21:01:00,           2025-06-24 15:01:00,      3.530000,     11.538000,          8.141000,                    74.748269,      0.953000
                1750799460,           2025-06-24 21:11:00,           2025-06-24 15:11:00,      3.530000,     11.511000,          8.158000,                    74.857981,      0.953000
                1750800060,           2025-06-24 21:21:00,           2025-06-24 15:21:00,      3.530000,     11.556000,          8.160000,                    74.953651,      0.953000
                1750800660,           2025-06-24 21:31:00,           2025-06-24 15:31:00,      3.530000,     11.574000,          8.164000,                    75.021340,      0.953000
                1750801260,           2025-06-24 21:41:00,           2025-06-24 15:41:00,      3.530000,     11.493000,          8.093000,                    74.230872,      0.953000
                1750801860,           2025-06-24 21:51:00,           2025-06-24 15:51:00,      3.530000,     11.520000,          8.157000,                    74.864262,      0.954000
                1750802460,           2025-06-24 22:01:00,           2025-06-24 16:01:00,      3.530000,     11.556000,          8.090000,                    74.310666,      0.953000
                1750803060,           2025-06-24 22:11:00,           2025-06-24 16:11:00,      3.530000,     11.565000,          8.051000,                    73.967691,      0.953000
                1750803660,           2025-06-24 22:21:00,           2025-06-24 16:21:00,      3.530000,     11.591000,          8.007000,                    73.607290,      0.953000
                1750804260,           2025-06-24 22:31:00,           2025-06-24 16:31:00,      3.530000,     11.627000,          8.118000,                    74.689258,      0.953000
                1750804860,           2025-06-24 22:41:00,           2025-06-24 16:41:00,      3.530000,     11.654000,          8.146000,                    74.993207,      0.953000
                1750805460,           2025-06-24 22:51:00,           2025-06-24 16:51:00,      3.530000,     11.672000,          7.974000,                    73.439993,      0.953000
                1750806060,           2025-06-24 23:01:00,           2025-06-24 17:01:00,      3.530000,     11.600000,          8.186000,                    75.268331,      0.954000
                1750806660,           2025-06-24 23:11:00,           2025-06-24 17:11:00,      3.530000,     11.600000,          8.200000,                    75.397058,      0.953000
                1750807260,           2025-06-24 23:21:00,           2025-06-24 17:21:00,      3.530000,     11.565000,          8.207000,                    75.400924,      0.953000
                1750807860,           2025-06-24 23:31:00,           2025-06-24 17:31:00,      3.530000,     11.556000,          8.220000,                    75.504780,      0.953000
                1750808460,           2025-06-24 23:41:00,           2025-06-24 17:41:00,      3.530000,     11.529000,          8.014000,                    73.567006,      0.953000
                1750809060,           2025-06-24 23:51:00,           2025-06-24 17:51:00,      3.530000,     11.547000,          8.017000,                    73.624931,      0.953000
                1750809660,           2025-06-25 00:01:00,           2025-06-24 18:01:00,      3.520000,     11.565000,          8.084000,                    74.270875,      0.953000
                1750810260,           2025-06-25 00:11:00,           2025-06-24 18:11:00,      3.520000,     11.538000,          8.079000,                    74.179003,      0.953000
                1750810860,           2025-06-25 00:21:00,           2025-06-24 18:21:00,      3.530000,     11.395000,          8.182000,                    74.878445,      0.953000
                1750811460,           2025-06-25 00:31:00,           2025-06-24 18:31:00,      3.520000,     11.332000,          8.141000,                    74.395332,      0.953000
                1750812060,           2025-06-25 00:41:00,           2025-06-24 18:41:00,      3.520000,     11.269000,          8.168000,                    74.533848,      0.953000
                1750812660,           2025-06-25 00:51:00,           2025-06-24 18:51:00,      3.520000,     11.242000,          8.169000,                    74.496598,      0.953000
                1750813260,           2025-06-25 01:01:00,           2025-06-24 19:01:00,      3.520000,     11.332000,          8.173000,                    74.687759,      0.953000
                1750813860,           2025-06-25 01:11:00,           2025-06-24 19:11:00,      3.520000,     11.439000,          8.115000,                    74.340424,      0.953000
                1750814460,           2025-06-25 01:21:00,           2025-06-24 19:21:00,      3.520000,     11.466000,          8.193000,                    75.101530,      0.953000
                1750815060,           2025-06-25 01:31:00,           2025-06-24 19:31:00,      3.520000,     11.439000,          8.208000,                    75.192384,      0.953000
                1750815660,           2025-06-25 01:41:00,           2025-06-24 19:41:00,      3.520000,     11.412000,          8.109000,                    74.239384,      0.953000
                1750816260,           2025-06-25 01:51:00,           2025-06-24 19:51:00,      3.520000,     11.430000,          8.078000,                    73.986172,      0.953000
                1750816860,           2025-06-25 02:01:00,           2025-06-24 20:01:00,      3.520000,     11.412000,          8.217000,                    75.228144,      0.953000
                1750817460,           2025-06-25 02:11:00,           2025-06-24 20:11:00,      3.520000,     11.430000,          8.112000,                    74.297577,      0.953000
                1750818060,           2025-06-25 02:21:00,           2025-06-24 20:21:00,      3.520000,     11.430000,          8.154000,                    74.682253,      0.953000
                1750818660,           2025-06-25 02:31:00,           2025-06-24 20:31:00,      3.520000,     11.430000,          8.201000,                    75.112725,      0.953000
                1750819260,           2025-06-25 02:41:00,           2025-06-24 20:41:00,      3.520000,     11.395000,          8.223000,                    75.253660,      0.953000
                1750819860,           2025-06-25 02:51:00,           2025-06-24 20:51:00,      3.520000,     11.386000,          8.169000,                    74.744005,      0.953000
                1750820460,           2025-06-25 03:01:00,           2025-06-24 21:01:00,      3.520000,     11.395000,          8.274000,                    75.720392,      0.953000
                1750821060,           2025-06-25 03:11:00,           2025-06-24 21:11:00,      3.520000,     11.368000,          8.213000,                    75.115489,      0.953000
                1750821660,           2025-06-25 03:21:00,           2025-06-24 21:21:00,      3.520000,     11.341000,          8.050000,                    73.578981,      0.953000
                1750822260,           2025-06-25 03:31:00,           2025-06-24 21:31:00,      3.520000,     11.341000,          8.223000,                    75.160244,      0.953000
                1750822860,           2025-06-25 03:41:00,           2025-06-24 21:41:00,      3.520000,     11.314000,          8.071000,                    73.725091,      0.953000
                1750823460,           2025-06-25 03:51:00,           2025-06-24 21:51:00,      3.520000,     11.296000,          8.159000,                    74.498046,      0.953000
                1750824060,           2025-06-25 04:01:00,           2025-06-24 22:01:00,      3.520000,     11.269000,          8.152000,                    74.387846,      0.953000
                1750824660,           2025-06-25 04:11:00,           2025-06-24 22:11:00,      3.520000,     11.296000,          8.073000,                    73.712799,      0.953000
                1750825260,           2025-06-25 04:21:00,           2025-06-24 22:21:00,      3.520000,     11.278000,          8.195000,                    74.795734,      0.953000
                1750825860,           2025-06-25 04:31:00,           2025-06-24 22:31:00,      3.510000,     11.251000,          8.111000,                    73.983019,      0.953000
                1750826460,           2025-06-25 04:41:00,           2025-06-24 22:41:00,      3.510000,     11.269000,          7.790000,                    71.084559,      0.952000
                1750827060,           2025-06-25 04:51:00,           2025-06-24 22:51:00,      3.510000,     11.224000,          7.994000,                    72.870448,      0.953000
                1750827660,           2025-06-25 05:01:00,           2025-06-24 23:01:00,      3.510000,     11.224000,          7.988000,                    72.815754,      0.953000
                1750828260,           2025-06-25 05:11:00,           2025-06-24 23:11:00,      3.510000,     11.215000,          8.224000,                    74.951487,      0.953000
                1750828860,           2025-06-25 05:21:00,           2025-06-24 23:21:00,      3.510000,     11.188000,          8.212000,                    74.795516,      0.953000
                1750829460,           2025-06-25 05:31:00,           2025-06-24 23:31:00,      3.510000,     11.179000,          8.217000,                    74.825514,      0.953000
                1750830060,           2025-06-25 05:41:00,           2025-06-24 23:41:00,      3.510000,     11.143000,          8.212000,                    74.717856,      0.953000
                1750830660,           2025-06-25 05:51:00,           2025-06-24 23:51:00,      3.510000,     11.143000,          8.200000,                    74.608672,      0.953000
                1750831260,           2025-06-25 06:01:00,           2025-06-25 00:01:00,      3.510000,     11.134000,          8.202000,                    74.611358,      0.953000
                1750831860,           2025-06-25 06:11:00,           2025-06-25 00:11:00,      3.510000,     11.125000,          8.188000,                    74.468520,      0.953000
                1750832460,           2025-06-25 06:21:00,           2025-06-25 00:21:00,      3.510000,     11.098000,          8.184000,                    74.385716,      0.953000
                1750833060,           2025-06-25 06:31:00,           2025-06-25 00:31:00,      3.510000,     11.053000,          8.191000,                    74.371915,      0.953000
                1750833660,           2025-06-25 06:41:00,           2025-06-25 00:41:00,      3.510000,     11.044000,          8.184000,                    74.292887,      0.953000
                1750834260,           2025-06-25 06:51:00,           2025-06-25 00:51:00,      3.510000,     11.062000,          8.181000,                    74.296583,      0.953000
                1750834860,           2025-06-25 07:01:00,           2025-06-25 01:01:00,      3.510000,     11.008000,          8.187000,                    74.258227,      0.953000
                1750835460,           2025-06-25 07:11:00,           2025-06-25 01:11:00,      3.510000,     10.999000,          8.166000,                    74.052319,      0.953000
                1750836060,           2025-06-25 07:21:00,           2025-06-25 01:21:00,      3.510000,     10.990000,          8.133000,                    73.737694,      0.953000
                1750836660,           2025-06-25 07:31:00,           2025-06-25 01:31:00,      3.510000,     10.972000,          8.093000,                    73.344451,      0.953000
                1750837260,           2025-06-25 07:41:00,           2025-06-25 01:41:00,      3.510000,     10.936000,          8.130000,                    73.618331,      0.953000
                1750837860,           2025-06-25 07:51:00,           2025-06-25 01:51:00,      3.510000,     10.945000,          8.076000,                    73.144610,      0.953000
                1750838460,           2025-06-25 08:01:00,           2025-06-25 02:01:00,      3.510000,     10.918000,          8.046000,                    72.827301,      0.953000
                1750839060,           2025-06-25 08:11:00,           2025-06-25 02:11:00,      3.510000,     10.918000,          8.055000,                    72.908763,      0.953000
                1750839660,           2025-06-25 08:21:00,           2025-06-25 02:21:00,      3.510000,     10.900000,          8.071000,                    73.023096,      0.953000
                1750840260,           2025-06-25 08:31:00,           2025-06-25 02:31:00,      3.510000,     10.864000,          8.068000,                    72.935005,      0.953000
                1750840860,           2025-06-25 08:41:00,           2025-06-25 02:41:00,      3.510000,     10.882000,          8.050000,                    72.802689,      0.953000
                1750841460,           2025-06-25 08:51:00,           2025-06-25 02:51:00,      3.510000,     10.882000,          8.040000,                    72.712251,      0.953000
                1750842060,           2025-06-25 09:01:00,           2025-06-25 03:01:00,      3.510000,     10.819000,          8.049000,                    72.687256,      0.953000
                1750842660,           2025-06-25 09:11:00,           2025-06-25 03:11:00,      3.510000,     10.828000,          8.037000,                    72.594062,      0.953000
                1750843260,           2025-06-25 09:21:00,           2025-06-25 03:21:00,      3.510000,     10.792000,          8.038000,                    72.542397,      0.953000
                1750843860,           2025-06-25 09:31:00,           2025-06-25 03:31:00,      3.510000,     10.792000,          8.025000,                    72.425073,      0.953000
                1750844460,           2025-06-25 09:41:00,           2025-06-25 03:41:00,      3.510000,     10.774000,          8.008000,                    72.241418,      0.953000
                1750845060,           2025-06-25 09:51:00,           2025-06-25 03:51:00,      3.510000,     10.737000,          8.004000,                    72.143232,      0.953000
                1750845660,           2025-06-25 10:01:00,           2025-06-25 04:01:00,      3.510000,     10.746000,          7.986000,                    71.996061,      0.953000
                1750846260,           2025-06-25 10:11:00,           2025-06-25 04:11:00,      3.510000,     10.710000,          7.946000,                    71.575473,      0.953000
                1750846860,           2025-06-25 10:21:00,           2025-06-25 04:21:00,      3.510000,     10.692000,          7.948000,                    71.563497,      0.953000
                1750847460,           2025-06-25 10:31:00,           2025-06-25 04:31:00,      3.510000,     10.674000,          7.914000,                    71.227503,      0.953000
                1750848060,           2025-06-25 10:41:00,           2025-06-25 04:41:00,      3.510000,     10.683000,          7.913000,                    71.233430,      0.953000
                1750848660,           2025-06-25 10:51:00,           2025-06-25 04:51:00,      3.510000,     10.656000,          7.881000,                    70.900763,      0.953000
                1750849260,           2025-06-25 11:01:00,           2025-06-25 05:01:00,      3.510000,     10.647000,          7.882000,                    70.894893,      0.953000
                1750849860,           2025-06-25 11:11:00,           2025-06-25 05:11:00,      3.510000,     10.620000,          7.909000,                    71.092995,      0.953000
                1750850460,           2025-06-25 11:21:00,           2025-06-25 05:21:00,      3.510000,     10.629000,          7.864000,                    70.703327,      0.953000
                1750851060,           2025-06-25 11:31:00,           2025-06-25 05:31:00,      3.510000,     10.574000,          7.884000,                    70.792288,      0.953000
                1750851660,           2025-06-25 11:41:00,           2025-06-25 05:41:00,      3.510000,     10.584000,          7.869000,                    70.674085,      0.953000
                1750852260,           2025-06-25 11:51:00,           2025-06-25 05:51:00,      3.510000,     10.538000,          7.867000,                    70.580316,      0.953000
                1750852860,           2025-06-25 12:01:00,           2025-06-25 06:01:00,      3.510000,     10.538000,          7.860000,                    70.517514,      0.953000
                1750853460,           2025-06-25 12:11:00,           2025-06-25 06:11:00,      3.510000,     10.529000,          7.865000,                    70.547547,      0.953000
                1750854060,           2025-06-25 12:21:00,           2025-06-25 06:21:00,      3.510000,     10.529000,          7.851000,                    70.421970,      0.953000
                1750854660,           2025-06-25 12:31:00,           2025-06-25 06:31:00,      3.510000,     10.520000,          7.860000,                    70.487882,      0.953000
                1750855260,           2025-06-25 12:41:00,           2025-06-25 06:41:00,      3.510000,     10.502000,          7.858000,                    70.440325,      0.953000
                1750855860,           2025-06-25 12:51:00,           2025-06-25 06:51:00,      3.510000,     10.466000,          7.831000,                    70.139263,      0.953000
                1750856460,           2025-06-25 13:01:00,           2025-06-25 07:01:00,      3.510000,     10.447000,          7.812000,                    69.938012,      0.953000
                1750857060,           2025-06-25 13:11:00,           2025-06-25 07:11:00,      3.510000,     10.429000,          7.811000,                    69.899627,      0.953000
                1750857660,           2025-06-25 13:21:00,           2025-06-25 07:21:00,      3.510000,     10.438000,          7.811000,                    69.914343,      0.953000
                1750858260,           2025-06-25 13:31:00,           2025-06-25 07:31:00,      3.510000,     10.411000,          7.823000,                    69.977539,      0.953000
                1750858860,           2025-06-25 13:41:00,           2025-06-25 07:41:00,      3.510000,     10.420000,          7.844000,                    70.180163,      0.954000
                1750859460,           2025-06-25 13:51:00,           2025-06-25 07:51:00,      3.510000,     10.429000,          7.819000,                    69.971218,      0.953000
                1750860060,           2025-06-25 14:01:00,           2025-06-25 08:01:00,      3.510000,     10.447000,          7.845000,                    70.233449,      0.953000
                1750860660,           2025-06-25 14:11:00,           2025-06-25 08:11:00,      3.510000,     10.447000,          7.852000,                    70.296118,      0.953000
                1750861260,           2025-06-25 14:21:00,           2025-06-25 08:21:00,      3.510000,     10.438000,          7.843000,                    70.200767,      0.953000
                1750861860,           2025-06-25 14:31:00,           2025-06-25 08:31:00,      3.510000,     10.475000,          7.831000,                    70.154019,      0.953000
                1750862460,           2025-06-25 14:41:00,           2025-06-25 08:41:00,      3.510000,     10.475000,          7.870000,                    70.503401,      0.953000
                1750863060,           2025-06-25 14:51:00,           2025-06-25 08:51:00,      3.510000,     10.511000,          7.869000,                    70.553762,      0.953000
                1750863660,           2025-06-25 15:01:00,           2025-06-25 09:01:00,      3.510000,     10.520000,          7.879000,                    70.658273,      0.953000
                1750864260,           2025-06-25 15:11:00,           2025-06-25 09:11:00,      3.510000,     10.529000,          7.894000,                    70.807671,      0.953000
                1750864860,           2025-06-25 15:21:00,           2025-06-25 09:21:00,      3.510000,     10.529000,          7.925000,                    71.085736,      0.953000
                1750865460,           2025-06-25 15:31:00,           2025-06-25 09:31:00,      3.510000,     10.520000,          7.902000,                    70.864535,      0.953000
                1750866060,           2025-06-25 15:41:00,           2025-06-25 09:41:00,      3.510000,     10.529000,          7.933000,                    71.157494,      0.953000
                1750866660,           2025-06-25 15:51:00,           2025-06-25 09:51:00,      3.500000,     10.556000,          7.849000,                    70.448419,      0.953000
                1750867260,           2025-06-25 16:01:00,           2025-06-25 10:01:00,      3.500000,     10.565000,          7.850000,                    70.472194,      0.953000
                1750867860,           2025-06-25 16:11:00,           2025-06-25 10:11:00,      3.500000,     10.574000,          7.962000,                    71.492668,      0.953000
                1750868460,           2025-06-25 16:21:00,           2025-06-25 10:21:00,      3.500000,     10.593000,          7.940000,                    71.326731,      0.953000
                1750869060,           2025-06-25 16:31:00,           2025-06-25 10:31:00,      3.500000,     10.584000,          7.929000,                    71.212965,      0.953000
                1750869660,           2025-06-25 16:41:00,           2025-06-25 10:41:00,      3.500000,     10.593000,          7.842000,                    70.446376,      0.953000
                1750870260,           2025-06-25 16:51:00,           2025-06-25 10:51:00,      3.500000,     10.593000,          7.888000,                    70.859604,      0.953000
                1750870860,           2025-06-25 17:01:00,           2025-06-25 11:01:00,      3.500000,     10.584000,          7.910000,                    71.042320,      0.952000
                1750871460,           2025-06-25 17:11:00,           2025-06-25 11:11:00,      3.500000,     10.565000,          7.925000,                    71.145495,      0.953000
                1750872060,           2025-06-25 17:21:00,           2025-06-25 11:21:00,      3.500000,     10.602000,          7.905000,                    71.027225,      0.953000
                1750872660,           2025-06-25 17:31:00,           2025-06-25 11:31:00,      3.500000,     10.593000,          7.911000,                    71.066218,      0.953000
                1750873260,           2025-06-25 17:41:00,           2025-06-25 11:41:00,      3.500000,     10.602000,          7.881000,                    70.811582,      0.953000
                1750873860,           2025-06-25 17:51:00,           2025-06-25 11:51:00,      3.500000,     10.756000,          7.886000,                    71.111069,      0.953000
                1750874460,           2025-06-25 18:01:00,           2025-06-25 12:01:00,      3.500000,     10.846000,          7.866000,                    71.079211,      0.953000
                1750875060,           2025-06-25 18:11:00,           2025-06-25 12:11:00,      3.500000,     10.837000,          7.868000,                    71.082428,      0.953000
                1750875660,           2025-06-25 18:21:00,           2025-06-25 12:21:00,      3.500000,     10.801000,          7.886000,                    71.185494,      0.953000
                1750876260,           2025-06-25 18:31:00,           2025-06-25 12:31:00,      3.500000,     10.846000,          7.856000,                    70.988849,      0.952000
                1750876860,           2025-06-25 18:41:00,           2025-06-25 12:41:00,      3.500000,     10.891000,          7.887000,                    71.343443,      0.953000
                1750877460,           2025-06-25 18:51:00,           2025-06-25 12:51:00,      3.500000,     10.918000,          7.915000,                    71.641572,      0.953000
                1750878060,           2025-06-25 19:01:00,           2025-06-25 13:01:00,      3.500000,     10.972000,          7.906000,                    71.649725,      0.953000
                1750878660,           2025-06-25 19:11:00,           2025-06-25 13:11:00,      3.500000,     10.963000,          7.938000,                    71.924734,      0.953000
                1750879260,           2025-06-25 19:21:00,           2025-06-25 13:21:00,      3.500000,     10.999000,          7.955000,                    72.138893,      0.953000
                1750879860,           2025-06-25 19:31:00,           2025-06-25 13:31:00,      3.500000,     11.062000,          7.951000,                    72.207814,      0.953000
                1750880460,           2025-06-25 19:41:00,           2025-06-25 13:41:00,      3.500000,     11.161000,          7.969000,                    72.537034,      0.952000
                1750881060,           2025-06-25 19:51:00,           2025-06-25 13:51:00,      3.490000,     11.188000,          7.983000,                    72.709767,      0.952000
                1750881660,           2025-06-25 20:01:00,           2025-06-25 14:01:00,      3.500000,     11.260000,          8.012000,                    73.095170,      0.953000
                1750882260,           2025-06-25 20:11:00,           2025-06-25 14:11:00,      3.500000,     11.314000,          8.028000,                    73.332304,      0.953000
                1750882860,           2025-06-25 20:21:00,           2025-06-25 14:21:00,      3.500000,     11.287000,          7.997000,                    73.003724,      0.952000
                1750883460,           2025-06-25 20:31:00,           2025-06-25 14:31:00,      3.500000,     11.332000,          8.037000,                    73.444943,      0.953000
                1750884060,           2025-06-25 20:41:00,           2025-06-25 14:41:00,      3.500000,     11.386000,          8.044000,                    73.600291,      0.952000
                1750884660,           2025-06-25 20:51:00,           2025-06-25 14:51:00,      3.500000,     11.395000,          8.084000,                    73.981587,      0.952000
                1750885260,           2025-06-25 21:01:00,           2025-06-25 15:01:00,      3.500000,     11.439000,          8.121000,                    74.395389,      0.952000
                1750885860,           2025-06-25 21:11:00,           2025-06-25 15:11:00,      3.500000,     11.529000,          8.134000,                    74.668583,      0.952000
                1750886460,           2025-06-25 21:21:00,           2025-06-25 15:21:00,      3.500000,     11.636000,          8.145000,                    74.953113,      0.952000
                1750887060,           2025-06-25 21:31:00,           2025-06-25 15:31:00,      3.500000,     11.636000,          8.172000,                    75.201576,      0.952000
                1750887660,           2025-06-25 21:41:00,           2025-06-25 15:41:00,      3.500000,     11.645000,          8.206000,                    75.530015,      0.952000
                1750888260,           2025-06-25 21:51:00,           2025-06-25 15:51:00,      3.500000,     11.663000,          8.234000,                    75.818961,      0.952000
                1750888860,           2025-06-25 22:01:00,           2025-06-25 16:01:00,      3.500000,     11.725000,          8.217000,                    75.769783,      0.952000
                1750889460,           2025-06-25 22:11:00,           2025-06-25 16:11:00,      3.500000,     11.707000,          8.218000,                    75.747828,      0.952000
                1750890060,           2025-06-25 22:21:00,           2025-06-25 16:21:00,      3.500000,     11.788000,          8.236000,                    76.054362,      0.952000
                1750890660,           2025-06-25 22:31:00,           2025-06-25 16:31:00,      3.500000,     11.841000,          8.211000,                    75.915267,      0.952000
                1750891260,           2025-06-25 22:41:00,           2025-06-25 16:41:00,      3.500000,     11.886000,          8.218000,                    76.057984,      0.951000
                1750891860,           2025-06-25 22:51:00,           2025-06-25 16:51:00,      3.500000,     11.957000,          8.256000,                    76.533346,      0.951000
                1750892460,           2025-06-25 23:01:00,           2025-06-25 17:01:00,      3.490000,     12.046000,          8.244000,                    76.576967,      0.951000
                1750893060,           2025-06-25 23:11:00,           2025-06-25 17:11:00,      3.500000,     12.046000,          8.234000,                    76.484079,      0.951000
                1750893660,           2025-06-25 23:21:00,           2025-06-25 17:21:00,      3.490000,     12.037000,          8.238000,                    76.505582,      0.952000
                1750894260,           2025-06-25 23:31:00,           2025-06-25 17:31:00,      3.490000,     12.037000,          8.231000,                    76.440574,      0.951000
                1750894860,           2025-06-25 23:41:00,           2025-06-25 17:41:00,      3.490000,     12.099000,          8.250000,                    76.725020,      0.951000
                1750895460,           2025-06-25 23:51:00,           2025-06-25 17:51:00,      3.490000,     12.117000,          8.266000,                    76.905241,      0.952000
                1750896060,           2025-06-26 00:01:00,           2025-06-25 18:01:00,      3.490000,     12.126000,          8.276000,                    77.014009,      0.952000
                1750896660,           2025-06-26 00:11:00,           2025-06-25 18:11:00,      3.490000,     12.179000,          8.268000,                    77.032123,      0.951000
                1750897260,           2025-06-26 00:21:00,           2025-06-25 18:21:00,      3.490000,     12.188000,          8.289000,                    77.243538,      0.952000
                1750897860,           2025-06-26 00:31:00,           2025-06-25 18:31:00,      3.490000,     12.223000,          8.302000,                    77.426074,      0.951000
                1750898460,           2025-06-26 00:41:00,           2025-06-25 18:41:00,      3.490000,     12.188000,          8.299000,                    77.336726,      0.952000
                1750899060,           2025-06-26 00:51:00,           2025-06-25 18:51:00,      3.490000,     12.152000,          8.293000,                    77.217747,      0.951000
                1750899660,           2025-06-26 01:01:00,           2025-06-25 19:01:00,      3.490000,     12.188000,          8.309000,                    77.429914,      0.951000
                1750900260,           2025-06-26 01:11:00,           2025-06-25 19:11:00,      3.490000,     12.161000,          8.317000,                    77.457027,      0.951000
                1750900860,           2025-06-26 01:21:00,           2025-06-25 19:21:00,      3.490000,     12.223000,          8.319000,                    77.584619,      0.951000
                1750901460,           2025-06-26 01:31:00,           2025-06-25 19:31:00,      3.490000,     12.259000,          8.322000,                    77.675907,      0.951000
                1750902060,           2025-06-26 01:41:00,           2025-06-25 19:41:00,      3.490000,     12.276000,          8.335000,                    77.827193,      0.952000
                1750902660,           2025-06-26 01:51:00,           2025-06-25 19:51:00,      3.490000,     12.294000,          8.332000,                    77.830880,      0.951000
                1750903260,           2025-06-26 02:01:00,           2025-06-25 20:01:00,      3.490000,     12.294000,          8.338000,                    77.886927,      0.951000
                1750903860,           2025-06-26 02:11:00,           2025-06-25 20:11:00,      3.490000,     12.312000,          8.345000,                    77.984067,      0.951000
                1750904460,           2025-06-26 02:21:00,           2025-06-25 20:21:00,      3.490000,     12.347000,          8.367000,                    78.251568,      0.952000
                1750905060,           2025-06-26 02:31:00,           2025-06-25 20:31:00,      3.490000,     12.347000,          8.363000,                    78.214159,      0.951000
                1750905660,           2025-06-26 02:41:00,           2025-06-25 20:41:00,      3.490000,     12.312000,          8.371000,                    78.227038,      0.951000
                1750906260,           2025-06-26 02:51:00,           2025-06-25 20:51:00,      3.490000,     12.268000,          8.410000,                    78.513278,      0.951000
