"Plot Title: Brooks Weather Station"
"#","Date Time, GMT-07:00","Pressure, in Hg (LGR S/N: 22313858, SEN S/N: 22279472)","PAR, µmol/m²/s (LGR S/N: 22313858, SEN S/N: 22300749)","Temp, °F (LGR S/N: 22313858, SEN S/N: 22305821)","RH, % (LGR S/N: 22313858, SEN S/N: 22305821)","Wind Speed, mph (LGR S/N: 22313858, SEN S/N: 22309738)","Gust Speed, mph (LGR S/N: 22313858, SEN S/N: 22309738)","Wind Direction, ø (LGR S/N: 22313858, SEN S/N: 22309738)"
1,06/29/25 10:18:31 AM,21.6942,1796.2,64.377,31.678,2.24,8.97,320.1
2,06/29/25 10:28:31 AM,21.6913,1811.2,63.295,34.508,3.74,10.47,331.3
3,06/29/25 10:38:31 AM,21.6913,1841.2,63.914,29.526,3.74,8.21,306.1
4,06/29/25 10:48:31 AM,21.6883,1883.7,64.261,34.992,3.00,7.47,290.6
5,06/29/25 10:58:31 AM,21.6913,1901.2,63.952,33.611,4.47,8.97,271.0
6,06/29/25 11:08:31 AM,21.6913,1923.7,63.797,36.603,3.74,8.97,283.6
7,06/29/25 11:18:31 AM,21.6883,1946.2,64.414,35.995,2.24,5.97,303.2
8,06/29/25 11:28:31 AM,21.6883,1973.7,64.029,32.932,3.00,9.71,308.9
9,06/29/25 11:38:31 AM,21.6883,1988.7,63.797,37.983,4.47,10.47,317.3
10,06/29/25 11:48:31 AM,21.6853,2006.2,63.759,33.931,3.74,11.21,331.3
11,06/29/25 11:58:31 AM,21.6883,2026.2,64.454,29.847,3.00,8.21,315.9
12,06/29/25 12:08:31 PM,21.6883,2028.7,64.762,29.490,5.23,14.20,314.5
13,06/29/25 12:18:31 PM,21.6853,2038.7,63.837,33.588,4.47,8.97,321.5
14,06/29/25 12:28:31 PM,21.6883,2043.7,63.952,26.841,4.47,12.71,328.5
15,06/29/25 12:38:31 PM,21.6883,2043.7,64.107,28.048,3.00,7.47,325.7
16,06/29/25 12:48:31 PM,21.6883,2041.2,63.450,29.000,5.97,14.20,341.2
17,06/29/25 12:58:31 PM,21.6824,2041.2,64.029,27.704,4.47,8.97,328.5
18,06/29/25 01:08:31 PM,21.6853,2036.2,64.762,32.891,3.00,7.47,331.3
19,06/29/25 01:18:31 PM,21.6824,2011.2,63.837,30.553,5.23,12.71,308.9
20,06/29/25 01:28:31 PM,21.6794,2003.7,63.759,28.698,3.74,9.71,329.9
21,06/29/25 01:38:31 PM,21.6765,1986.2,65.766,29.407,3.74,10.47,297.6
22,06/29/25 01:48:31 PM,21.6824,1968.7,63.219,26.450,5.97,14.94,327.1
23,06/29/25 01:58:31 PM,21.6824,1948.7,64.377,28.817,5.97,11.21,334.1
24,06/29/25 02:08:31 PM,21.6824,1923.7,64.531,26.162,5.97,14.94,328.5
25,06/29/25 02:18:31 PM,21.6794,1896.2,64.377,25.797,7.47,16.44,335.5
26,06/29/25 02:28:31 PM,21.6794,1858.7,63.797,29.554,6.73,12.71,332.7
27,06/29/25 02:38:31 PM,21.6735,1831.2,65.381,25.562,4.47,11.21,314.5
28,06/29/25 02:48:31 PM,21.6706,1796.2,64.879,28.217,5.97,17.18,342.6
29,06/29/25 02:58:31 PM,21.6735,1756.2,65.071,30.515,5.23,10.47,335.5
30,06/29/25 03:08:31 PM,21.6706,1716.2,64.531,30.195,6.73,14.20,325.7
31,06/29/25 03:18:31 PM,21.6765,1676.2,66.616,29.773,3.74,11.21,310.3
32,06/29/25 03:28:31 PM,21.6735,1628.7,64.724,30.311,5.97,16.44,318.7
33,06/29/25 03:38:31 PM,21.6735,1583.7,66.036,25.179,5.97,11.95,308.9
34,06/29/25 03:48:31 PM,21.6735,1531.2,66.963,22.652,4.47,10.47,271.0
35,06/29/25 03:58:31 PM,21.6735,1481.2,64.569,26.496,5.97,11.95,327.1
36,06/29/25 04:08:31 PM,21.6765,1428.7,65.534,26.441,3.74,11.21,320.1
37,06/29/25 04:18:31 PM,21.6647,1376.2,66.114,25.742,5.23,10.47,271.0
38,06/29/25 04:28:31 PM,21.6765,1321.2,66.306,26.638,4.47,14.20,278.0
39,06/29/25 04:38:31 PM,21.6765,1258.7,65.998,22.179,4.47,14.20,292.0
40,06/29/25 04:48:31 PM,21.6735,1191.2,65.806,25.385,3.74,12.71,300.4
41,06/29/25 04:58:31 PM,21.6765,1133.7,66.538,26.227,3.74,8.97,329.9
42,06/29/25 05:08:31 PM,21.6765,1068.7,65.959,26.781,5.23,14.20,279.4
43,06/29/25 05:18:31 PM,21.6824,998.7,65.689,27.834,3.74,8.97,297.6
44,06/29/25 05:28:31 PM,21.6853,933.7,65.881,28.254,3.74,9.71,280.8
45,06/29/25 05:38:31 PM,21.6853,866.2,65.534,27.385,3.00,12.71,308.9
46,06/29/25 05:48:31 PM,21.6883,803.7,65.304,29.377,3.00,7.47,290.6
47,06/29/25 05:58:31 PM,21.6883,728.7,64.839,26.574,3.00,9.71,287.8
48,06/29/25 06:08:31 PM,21.6913,661.2,64.801,25.829,3.00,6.73,282.2
49,06/29/25 06:18:31 PM,21.6942,591.2,64.724,27.225,2.24,5.23,292.0
50,06/29/25 06:28:31 PM,21.6942,521.2,63.682,27.150,3.00,5.97,321.5
51,06/29/25 06:38:31 PM,21.7031,453.7,63.720,27.779,2.24,5.97,290.6
52,06/29/25 06:48:31 PM,21.7090,96.2,62.987,29.480,2.24,5.23,297.6
53,06/29/25 06:58:31 PM,21.7060,316.2,61.790,33.916,2.24,9.71,321.5
54,06/29/25 07:08:31 PM,21.7237,78.7,59.783,33.698,1.50,6.73,286.4
55,06/29/25 07:18:31 PM,21.7267,68.7,57.042,37.511,2.24,8.21,254.1
56,06/29/25 07:28:31 PM,21.7296,56.2,55.035,43.980,0.74,3.00,307.5
57,06/29/25 07:38:31 PM,21.7326,41.2,53.760,43.984,0.74,2.24,255.5
58,06/29/25 07:48:31 PM,21.7267,28.7,52.216,47.341,0.00,2.24,279.4
59,06/29/25 07:58:31 PM,21.7296,16.2,51.753,49.551,0.74,3.00,271.0
60,06/29/25 08:08:31 PM,21.7296,6.2,52.254,47.268,0.74,2.24,259.7
61,06/29/25 08:18:31 PM,21.7326,1.2,53.875,45.925,1.50,4.47,273.8
62,06/29/25 08:28:31 PM,21.7355,1.2,51.598,60.665,0.74,3.00,307.5
63,06/29/25 08:38:31 PM,21.7355,1.2,50.169,57.392,0.74,5.23,289.2
64,06/29/25 08:48:31 PM,21.7415,1.2,48.317,64.027,0.74,3.74,279.4
65,06/29/25 08:58:31 PM,21.7415,1.2,47.970,65.803,0.74,3.00,279.4
66,06/29/25 09:08:31 PM,21.7474,1.2,47.737,70.704,0.74,3.00,18.3
67,06/29/25 09:18:31 PM,21.7444,1.2,45.883,66.613,0.00,1.50,59.0
68,06/29/25 09:28:31 PM,21.7474,1.2,44.611,69.470,0.00,0.00,59.0
69,06/29/25 09:38:31 PM,21.7474,1.2,43.722,71.157,0.00,1.50,91.3
70,06/29/25 09:48:31 PM,21.7503,1.2,42.796,68.779,0.00,0.74,113.7
71,06/29/25 09:58:31 PM,21.7474,1.2,42.642,74.595,0.00,0.74,113.7
72,06/29/25 10:08:31 PM,21.7503,1.2,41.599,74.920,0.00,0.00,113.7
73,06/29/25 10:18:31 PM,21.7474,1.2,42.139,66.508,0.00,0.74,113.7
74,06/29/25 10:28:31 PM,21.7503,1.2,40.595,71.429,0.00,3.00,214.8
75,06/29/25 10:38:31 PM,21.7533,1.2,42.102,70.523,0.00,2.24,244.3
76,06/29/25 10:48:31 PM,21.7533,1.2,40.170,71.954,0.00,2.24,224.6
77,06/29/25 10:58:31 PM,21.7503,1.2,39.553,70.033,0.00,1.50,289.2
78,06/29/25 11:08:31 PM,21.7533,1.2,39.745,68.724,0.00,1.50,286.4
79,06/29/25 11:18:31 PM,21.7562,1.2,38.743,69.798,0.00,0.00,279.4
80,06/29/25 11:28:31 PM,21.7562,1.2,37.429,77.870,0.00,0.00,279.4
81,06/29/25 11:38:31 PM,21.7562,1.2,37.236,78.149,0.00,0.74,279.4
82,06/29/25 11:48:31 PM,21.7592,1.2,37.776,78.462,1.50,3.00,117.9
83,06/29/25 11:58:31 PM,21.7621,1.2,37.044,76.016,0.74,2.24,148.8
84,06/30/25 12:08:31 AM,21.7680,1.2,36.811,76.544,0.74,2.24,210.6
85,06/30/25 12:18:31 AM,21.7680,1.2,35.577,77.060,0.00,1.50,226.0
86,06/30/25 12:28:31 AM,21.7710,1.2,35.307,80.092,0.00,0.00,223.2
87,06/30/25 12:38:31 AM,21.7710,1.2,35.344,77.700,0.00,0.00,223.2
88,06/30/25 12:48:31 AM,21.7739,1.2,35.614,83.084,0.00,0.74,223.2
89,06/30/25 12:58:31 AM,21.7680,1.2,34.920,83.301,0.00,1.50,223.2
90,06/30/25 01:08:31 AM,21.7710,1.2,34.534,86.331,0.74,2.24,223.2
91,06/30/25 01:18:31 AM,21.7710,1.2,35.229,86.180,0.00,1.50,221.8
92,06/30/25 01:28:31 AM,21.7739,1.2,34.689,83.844,0.00,0.00,214.8
93,06/30/25 01:38:31 AM,21.7769,1.2,34.187,87.611,0.00,0.00,213.4
94,06/30/25 01:48:31 AM,21.7739,1.2,34.110,83.546,0.00,0.00,213.4
95,06/30/25 01:58:31 AM,21.7739,1.2,33.877,86.001,0.00,0.74,213.4
96,06/30/25 02:08:31 AM,21.7739,1.2,33.800,92.209,0.00,1.50,213.4
97,06/30/25 02:18:31 AM,21.7769,1.2,34.417,88.753,0.74,2.24,207.8
98,06/30/25 02:28:31 AM,21.7739,1.2,34.572,92.967,0.74,2.24,141.8
99,06/30/25 02:38:31 AM,21.7739,1.2,34.882,93.722,0.00,1.50,155.8
100,06/30/25 02:48:31 AM,21.7739,1.2,35.809,93.095,0.74,3.00,242.9
101,06/30/25 02:58:31 AM,21.7739,1.2,36.657,93.120,0.74,3.00,251.3
102,06/30/25 03:08:31 AM,21.7739,1.2,37.701,94.575,0.74,2.24,172.7
103,06/30/25 03:18:31 AM,21.7769,1.2,37.351,93.402,0.00,1.50,147.4
104,06/30/25 03:28:31 AM,21.7739,1.2,36.657,91.626,0.00,1.50,127.8
105,06/30/25 03:38:31 AM,21.7739,1.2,36.851,95.120,0.00,1.50,133.4
106,06/30/25 03:48:31 AM,21.7769,1.2,36.889,95.581,0.00,2.24,143.2
107,06/30/25 03:58:31 AM,21.7769,1.2,36.889,95.285,0.00,2.24,164.3
108,06/30/25 04:08:31 AM,21.7769,1.2,36.851,89.264,0.00,1.50,183.9
109,06/30/25 04:18:31 AM,21.7739,1.2,36.387,91.942,0.00,2.24,185.3
110,06/30/25 04:28:31 AM,21.7769,1.2,35.384,94.244,0.00,1.50,190.9
111,06/30/25 04:38:31 AM,21.7769,6.2,34.959,92.399,0.00,1.50,181.1
112,06/30/25 04:48:31 AM,21.7798,16.2,34.572,91.046,0.00,0.74,151.6
113,06/30/25 04:58:31 AM,21.7798,26.2,36.928,97.151,0.74,3.74,171.3
114,06/30/25 05:08:31 AM,21.7798,38.7,36.774,96.690,0.74,4.47,150.2
115,06/30/25 05:18:31 AM,21.7798,51.2,37.314,93.870,0.00,3.00,115.1
116,06/30/25 05:28:31 AM,21.7828,61.2,37.468,95.166,0.00,3.00,162.9
117,06/30/25 05:38:31 AM,21.7828,73.7,38.433,95.729,0.00,1.50,182.5
118,06/30/25 05:48:31 AM,21.7857,81.2,39.398,94.314,0.00,2.24,82.8
119,06/30/25 05:58:31 AM,21.7887,88.7,39.785,93.605,0.00,0.74,98.3
120,06/30/25 06:08:31 AM,21.7887,96.2,41.445,90.858,0.74,3.74,178.3
121,06/30/25 06:18:31 AM,21.7887,111.2,42.062,89.282,0.74,4.47,153.0
122,06/30/25 06:28:31 AM,21.7828,373.7,47.428,78.987,0.74,4.47,196.5
123,06/30/25 06:38:31 AM,21.7887,528.7,48.742,74.107,2.24,5.97,112.3
124,06/30/25 06:48:31 AM,21.7917,576.2,48.895,73.494,3.00,7.47,115.1
125,06/30/25 06:58:31 AM,21.7917,626.2,49.167,73.004,3.00,6.73,106.7
126,06/30/25 07:08:31 AM,21.7917,693.7,50.324,70.719,3.00,5.97,123.5
127,06/30/25 07:18:31 AM,21.7917,758.7,51.019,66.831,2.24,6.73,123.5
128,06/30/25 07:28:31 AM,21.7917,823.7,51.019,67.802,3.00,7.47,126.4
129,06/30/25 07:38:31 AM,21.7917,888.7,52.948,64.430,2.24,5.97,136.2
130,06/30/25 07:48:31 AM,21.7917,956.2,52.601,62.557,3.00,10.47,112.3
131,06/30/25 07:58:31 AM,21.7917,1018.7,52.216,63.664,3.74,7.47,101.1
132,06/30/25 08:08:31 AM,21.7917,1083.7,55.112,61.100,1.50,4.47,126.4
133,06/30/25 08:18:31 AM,21.7887,1146.2,53.992,61.285,3.00,7.47,132.0
134,06/30/25 08:28:31 AM,21.7917,1206.2,56.154,55.767,2.24,8.21,127.8
135,06/30/25 08:38:31 AM,21.7857,1268.7,54.340,61.091,3.74,9.71,148.8
136,06/30/25 08:48:31 AM,21.7857,1323.7,55.150,58.296,3.74,8.97,127.8
137,06/30/25 08:58:31 AM,21.7857,1381.2,56.579,57.356,3.00,7.47,151.6
138,06/30/25 09:08:31 AM,21.7857,1433.7,57.582,56.454,2.24,7.47,209.2
139,06/30/25 09:18:31 AM,21.7798,1488.7,57.157,54.501,3.00,9.71,126.4
140,06/30/25 09:28:31 AM,21.7828,1543.7,57.349,52.018,3.00,8.97,189.5
141,06/30/25 09:38:31 AM,21.7828,1593.7,58.779,44.808,3.00,9.71,99.7
142,06/30/25 09:48:31 AM,21.7798,1638.7,58.971,45.771,3.00,7.47,146.0
143,06/30/25 09:58:31 AM,21.7798,1686.2,60.053,43.720,3.74,8.21,127.8
144,06/30/25 10:08:31 AM,21.7769,1726.2,61.752,41.317,2.24,6.73,139.0
145,06/30/25 10:18:31 AM,21.7739,1763.7,61.250,38.840,3.00,6.73,96.9
146,06/30/25 10:28:31 AM,21.7680,1798.7,61.405,36.109,3.00,8.97,122.1
147,06/30/25 10:38:31 AM,21.7680,1838.7,61.133,36.161,5.97,12.71,66.0
148,06/30/25 10:48:31 AM,21.7651,1871.2,63.025,40.603,3.00,7.47,59.0
149,06/30/25 10:58:31 AM,21.7562,1951.2,64.917,36.887,3.00,7.47,16.8
150,06/30/25 11:08:31 AM,21.7533,2048.7,65.187,37.540,1.50,5.23,43.5
151,06/30/25 11:18:31 AM,21.7592,1503.7,63.797,38.816,3.74,8.97,106.7
152,06/30/25 11:28:31 AM,21.7680,631.2,63.567,38.253,3.00,7.47,137.6
153,06/30/25 11:38:31 AM,21.7474,2183.7,64.107,35.401,2.24,8.21,168.5
154,06/30/25 11:48:31 AM,21.7474,2076.2,65.728,33.696,3.74,8.21,71.6
155,06/30/25 11:58:31 AM,21.7444,1938.7,66.501,42.132,3.00,5.97,14.0
156,06/30/25 12:08:31 PM,21.7355,2141.2,66.231,37.996,2.24,5.23,351.0
157,06/30/25 12:18:31 PM,21.7355,2063.7,66.963,25.956,3.74,11.21,117.9
158,06/30/25 12:28:31 PM,21.7326,2046.2,65.806,24.578,3.74,9.71,169.9
159,06/30/25 12:38:31 PM,21.7326,2048.7,66.693,22.138,4.47,8.21,240.1
160,06/30/25 12:48:31 PM,21.7296,2043.7,68.005,30.547,3.00,7.47,331.3
161,06/30/25 12:58:31 PM,21.7267,2056.2,68.468,26.040,3.74,8.21,306.1
162,06/30/25 01:08:31 PM,21.7178,2111.2,68.083,31.000,3.74,11.21,355.2
163,06/30/25 01:18:31 PM,21.7178,2123.7,69.742,29.519,3.00,9.71,317.3
164,06/30/25 01:28:31 PM,21.7385,493.7,69.742,29.111,3.74,10.47,282.2
165,06/30/25 01:38:31 PM,21.7119,2068.7,69.357,31.849,2.24,10.47,234.5
166,06/30/25 01:48:31 PM,21.7060,2096.2,70.437,28.713,3.74,8.21,242.9
167,06/30/25 01:58:31 PM,21.7031,2056.2,70.129,28.350,3.74,9.71,287.8
168,06/30/25 02:08:31 PM,21.7001,2051.2,70.824,24.985,3.74,17.18,228.8
169,06/30/25 02:18:31 PM,21.7296,516.2,67.658,24.770,2.24,5.97,213.4
170,06/30/25 02:28:31 PM,21.7267,618.7,69.665,29.467,2.24,5.23,0.0
171,06/30/25 02:38:31 PM,21.6972,2096.2,74.338,31.565,1.50,3.00,2.8
172,06/30/25 02:48:31 PM,21.6942,2061.2,72.136,30.098,2.24,8.97,342.6
173,06/30/25 02:58:31 PM,21.6942,2066.2,68.198,33.980,4.47,9.71,280.8
174,06/30/25 03:08:31 PM,21.7001,1968.7,70.052,28.038,3.74,8.21,275.2
175,06/30/25 03:18:31 PM,21.6972,1821.2,71.172,29.055,3.74,7.47,322.9
176,06/30/25 03:28:31 PM,21.6913,1781.2,71.674,32.805,3.00,5.97,0.0
177,06/30/25 03:38:31 PM,21.6883,1648.7,70.245,32.589,3.00,7.47,320.1
178,06/30/25 03:48:31 PM,21.7237,251.2,67.465,30.387,3.00,12.71,279.4
179,06/30/25 03:58:31 PM,21.7237,371.2,68.392,30.190,1.50,4.47,285.0
180,06/30/25 04:08:31 PM,21.7178,286.2,67.890,30.730,0.74,3.00,310.3
181,06/30/25 04:18:31 PM,21.6883,1503.7,72.793,30.631,1.50,3.00,339.7
182,06/30/25 04:28:31 PM,21.6883,1451.2,73.643,22.962,0.74,3.00,344.0
183,06/30/25 04:38:31 PM,21.6853,1346.2,71.674,29.998,2.24,7.47,261.1
184,06/30/25 04:48:31 PM,21.6824,1213.7,69.937,25.237,3.74,9.71,346.8
185,06/30/25 04:58:31 PM,21.6883,1123.7,71.326,27.564,2.24,5.97,304.7
186,06/30/25 05:08:31 PM,21.6883,1053.7,70.090,26.798,3.00,8.21,318.7
187,06/30/25 05:18:31 PM,21.6853,996.2,70.245,24.025,3.74,8.97,294.8
188,06/30/25 05:28:31 PM,21.6883,918.7,69.897,22.261,3.00,7.47,303.2
189,06/30/25 05:38:31 PM,21.6853,846.2,70.554,24.208,2.24,5.97,314.5
190,06/30/25 05:48:31 PM,21.6883,771.2,71.287,21.758,2.24,7.47,280.8
191,06/30/25 05:58:31 PM,21.6913,708.7,69.472,25.147,2.24,5.97,318.7
192,06/30/25 06:08:31 PM,21.6913,651.2,69.588,24.953,3.74,8.21,280.8
193,06/30/25 06:18:31 PM,21.6913,573.7,69.588,24.262,1.50,3.74,294.8
194,06/30/25 06:28:31 PM,21.6942,513.7,69.318,24.976,2.24,5.97,294.8
195,06/30/25 06:38:31 PM,21.6972,448.7,69.859,26.410,0.00,2.24,33.7
196,06/30/25 06:48:31 PM,21.7060,101.2,69.357,22.188,0.74,3.00,331.3
197,06/30/25 06:58:31 PM,21.6972,318.7,66.654,30.512,0.74,3.74,296.2
198,06/30/25 07:08:31 PM,21.7178,81.2,62.485,36.269,0.74,2.24,275.2
199,06/30/25 07:18:31 PM,21.7208,68.7,57.312,49.395,0.00,2.24,272.4
200,06/30/25 07:28:31 PM,21.7237,56.2,55.690,56.670,0.74,3.00,198.0
201,06/30/25 07:38:31 PM,21.7208,46.2,54.415,57.401,0.74,3.74,186.7
202,06/30/25 07:48:31 PM,21.7237,31.2,53.451,58.209,0.74,2.24,240.1
203,06/30/25 07:58:31 PM,21.7208,18.7,50.709,60.858,0.74,2.24,234.5
204,06/30/25 08:08:31 PM,21.7267,6.2,48.895,59.535,0.00,0.74,286.4
205,06/30/25 08:18:31 PM,21.7296,1.2,48.047,61.050,0.00,0.00,286.4
206,06/30/25 08:28:31 PM,21.7296,1.2,47.080,63.014,0.00,0.74,286.4
207,06/30/25 08:38:31 PM,21.7326,1.2,46.270,60.621,0.00,0.00,286.4
208,06/30/25 08:48:31 PM,21.7355,1.2,46.425,65.071,0.00,0.74,286.4
209,06/30/25 08:58:31 PM,21.7415,1.2,45.846,64.581,0.00,0.00,286.4
210,06/30/25 09:08:31 PM,21.7355,1.2,44.919,65.953,0.00,0.00,286.4
211,06/30/25 09:18:31 PM,21.7385,1.2,44.341,64.977,0.00,0.74,262.5
212,06/30/25 09:28:31 PM,21.7385,1.2,43.722,67.770,0.00,0.00,259.7
213,06/30/25 09:38:31 PM,21.7385,1.2,43.569,68.792,0.00,1.50,252.7
214,06/30/25 09:48:31 PM,21.7385,1.2,43.491,70.393,0.00,1.50,198.0
215,06/30/25 09:58:31 PM,21.7355,1.2,42.949,72.696,0.00,0.74,198.0
216,06/30/25 10:08:31 PM,21.7326,1.2,42.449,73.519,0.00,0.74,198.0
217,06/30/25 10:18:31 PM,21.7326,1.2,42.062,73.402,0.00,0.74,198.0
218,06/30/25 10:28:31 PM,21.7326,1.2,42.102,78.186,0.00,0.00,198.0
219,06/30/25 10:38:31 PM,21.7326,1.2,41.058,75.711,0.00,0.74,198.0
220,06/30/25 10:48:31 PM,21.7355,1.2,42.139,76.727,0.00,1.50,207.8
221,06/30/25 10:58:31 PM,21.7385,1.2,40.942,77.668,0.00,0.74,234.5
222,06/30/25 11:08:31 PM,21.7355,1.2,40.865,79.001,0.00,1.50,234.5
223,06/30/25 11:18:31 PM,21.7355,1.2,40.827,79.030,0.74,1.50,216.2
224,06/30/25 11:28:31 PM,21.7385,1.2,40.710,80.974,0.00,0.00,207.8
225,06/30/25 11:38:31 PM,21.7355,1.2,40.248,81.337,0.00,1.50,207.8
226,06/30/25 11:48:31 PM,21.7355,1.2,40.248,81.799,0.00,0.74,207.8
227,06/30/25 11:58:31 PM,21.7385,1.2,40.557,87.091,0.00,0.74,207.8
228,07/01/25 12:08:31 AM,21.7326,1.2,39.938,84.344,0.00,1.50,207.8
229,07/01/25 12:18:31 AM,21.7385,1.2,40.480,84.395,0.00,0.00,207.8
230,07/01/25 12:28:31 AM,21.7326,1.2,39.090,88.023,0.00,1.50,207.8
231,07/01/25 12:38:31 AM,21.7326,1.2,39.515,87.425,0.00,0.00,207.8
232,07/01/25 12:48:31 AM,21.7326,1.2,39.205,87.382,0.00,0.00,207.8
233,07/01/25 12:58:31 AM,21.7296,1.2,38.781,86.075,0.00,0.00,207.8
234,07/01/25 01:08:31 AM,21.7326,1.2,38.471,86.876,0.00,0.00,207.8
235,07/01/25 01:18:31 AM,21.7296,1.2,38.278,87.256,0.00,0.00,207.8
236,07/01/25 01:28:31 AM,21.7326,1.2,38.241,89.746,0.00,0.00,207.8
237,07/01/25 01:38:31 AM,21.7267,1.2,37.816,90.057,0.00,0.00,207.8
238,07/01/25 01:48:31 AM,21.7296,1.2,37.971,88.879,0.00,0.00,207.8
239,07/01/25 01:58:31 AM,21.7267,1.2,37.546,91.957,0.00,0.00,207.8
240,07/01/25 02:08:31 AM,21.7237,1.2,37.738,90.570,0.00,0.00,207.8
241,07/01/25 02:18:31 AM,21.7208,1.2,37.044,90.652,0.00,0.00,207.8
242,07/01/25 02:28:31 AM,21.7237,1.2,37.081,91.156,0.00,0.00,207.8
243,07/01/25 02:38:31 AM,21.7267,1.2,37.081,91.724,0.00,0.00,207.8
244,07/01/25 02:48:31 AM,21.7237,1.2,36.504,94.844,0.00,0.00,207.8
245,07/01/25 02:58:31 AM,21.7178,1.2,36.309,93.921,0.00,0.00,207.8
246,07/01/25 03:08:31 AM,21.7178,1.2,36.039,90.857,0.00,0.00,207.8
247,07/01/25 03:18:31 AM,21.7208,1.2,36.504,93.555,0.00,0.00,207.8
248,07/01/25 03:28:31 AM,21.7208,1.2,36.696,95.189,0.00,0.00,207.8
249,07/01/25 03:38:31 AM,21.7237,1.2,35.924,96.149,0.00,0.00,207.8
250,07/01/25 03:48:31 AM,21.7208,1.2,36.001,95.540,0.00,0.00,207.8
251,07/01/25 03:58:31 AM,21.7208,1.2,36.156,96.634,0.00,0.00,207.8
252,07/01/25 04:08:31 AM,21.7208,1.2,36.001,94.752,0.00,0.00,207.8
253,07/01/25 04:18:31 AM,21.7237,1.2,35.577,93.738,0.00,0.00,207.8
254,07/01/25 04:28:31 AM,21.7208,1.2,35.769,96.045,0.00,0.00,207.8
255,07/01/25 04:38:31 AM,21.7267,6.2,35.384,94.963,0.00,0.00,207.8
256,07/01/25 04:48:31 AM,21.7296,16.2,35.384,96.768,0.00,0.74,207.8
257,07/01/25 04:58:31 AM,21.7296,28.7,35.384,93.869,0.00,0.74,207.8
258,07/01/25 05:08:31 AM,21.7296,43.7,35.692,95.650,0.00,0.74,207.8
259,07/01/25 05:18:31 AM,21.7296,56.2,36.117,96.785,0.00,0.00,207.8
260,07/01/25 05:28:31 AM,21.7326,66.2,36.387,97.148,0.00,0.00,207.8
261,07/01/25 05:38:31 AM,21.7326,78.7,36.966,97.203,0.00,0.00,207.8
262,07/01/25 05:48:31 AM,21.7326,88.7,37.816,93.640,0.74,2.24,207.8
263,07/01/25 05:58:31 AM,21.7296,96.2,38.124,94.800,0.00,1.50,209.2
264,07/01/25 06:08:31 AM,21.7355,101.2,37.623,94.871,0.00,0.74,207.8
265,07/01/25 06:18:31 AM,21.7355,111.2,38.008,94.099,0.00,0.00,207.8
266,07/01/25 06:28:31 AM,21.7355,456.2,45.768,83.062,0.00,0.00,207.8
267,07/01/25 06:38:31 AM,21.7326,516.2,50.594,76.455,0.00,0.00,207.8
268,07/01/25 06:48:31 AM,21.7326,566.2,53.451,63.848,0.74,1.50,190.9
269,07/01/25 06:58:31 AM,21.7326,616.2,56.655,56.881,0.00,1.50,81.4
270,07/01/25 07:08:31 AM,21.7326,678.7,58.276,55.302,0.00,0.74,81.4
271,07/01/25 07:18:31 AM,21.7355,741.2,57.774,58.569,0.00,2.24,50.5
272,07/01/25 07:28:31 AM,21.7355,813.7,59.436,58.386,0.74,2.24,9.8
273,07/01/25 07:38:31 AM,21.7385,876.2,59.436,55.946,1.50,4.47,32.3
274,07/01/25 07:48:31 AM,21.7355,936.2,63.682,50.051,0.74,4.47,293.4
275,07/01/25 07:58:31 AM,21.7355,998.7,68.121,32.786,0.74,3.74,275.2
276,07/01/25 08:08:31 AM,21.7326,1063.7,67.156,28.475,2.24,6.73,195.1
277,07/01/25 08:18:31 AM,21.7355,1126.2,69.087,32.172,0.74,4.47,139.0
278,07/01/25 08:28:31 AM,21.7326,1186.2,69.627,27.335,1.50,4.47,174.1
279,07/01/25 08:38:31 AM,21.7296,1248.7,69.280,29.027,2.24,6.73,206.4
280,07/01/25 08:48:31 AM,21.7296,1303.7,70.632,26.827,2.24,5.97,217.6
281,07/01/25 08:58:31 AM,21.7296,1356.2,70.979,28.260,2.24,8.21,273.8
282,07/01/25 09:08:31 AM,21.7296,1416.2,70.360,25.715,3.00,9.71,266.7
283,07/01/25 09:18:31 AM,21.7296,441.2,70.284,28.922,2.24,5.97,289.2
284,07/01/25 09:28:31 AM,21.7267,1523.7,71.094,31.174,1.50,5.23,324.3
285,07/01/25 09:38:31 AM,21.7237,1606.2,72.523,25.988,2.24,11.95,332.7
286,07/01/25 09:48:31 AM,21.7267,283.7,68.623,26.493,3.00,11.95,279.4
287,07/01/25 09:58:31 AM,21.7237,1841.2,68.238,25.188,3.00,8.97,306.1
288,07/01/25 10:08:31 AM,21.7237,1731.2,68.662,27.242,3.00,8.21,310.3
289,07/01/25 10:18:31 AM,21.7208,1766.2,71.789,23.572,4.47,17.18,285.0
290,07/01/25 10:28:31 AM,21.7149,1866.2,72.252,28.122,2.24,8.21,339.7
291,07/01/25 10:38:31 AM,21.7090,2043.7,71.634,25.142,3.00,8.21,331.3
292,07/01/25 10:48:31 AM,21.7031,2096.2,73.449,26.960,4.47,11.21,269.6
293,07/01/25 10:58:31 AM,21.7001,2108.7,71.982,28.995,4.47,12.71,322.9
294,07/01/25 11:08:31 AM,21.7178,426.2,69.010,28.867,3.74,9.71,321.5
295,07/01/25 11:18:31 AM,21.7178,461.2,69.550,27.594,3.74,10.47,332.7
296,07/01/25 11:28:31 AM,21.7001,2328.7,68.585,33.651,1.50,7.47,314.5
