"Plot Title: Brooks Weather Station"
"#","Date Time, GMT-07:00","Pressure, in Hg (LGR S/N: 22313858, SEN S/N: 22279472)","PAR, µmol/m²/s (LGR S/N: 22313858, SEN S/N: 22300749)","Temp, °F (LGR S/N: 22313858, SEN S/N: 22305821)","RH, % (LGR S/N: 22313858, SEN S/N: 22305821)","Wind Speed, mph (LGR S/N: 22313858, SEN S/N: 22309738)","Gust Speed, mph (LGR S/N: 22313858, SEN S/N: 22309738)","Wind Direction, ø (LGR S/N: 22313858, SEN S/N: 22309738)"
2953,07/19/25 10:18:31 PM,21.6529,1.2,47.003,46.297,1.50,3.74,175.5
2954,07/19/25 10:28:31 PM,21.6529,1.2,45.460,51.730,0.74,3.74,148.8
2955,07/19/25 10:38:31 PM,21.6529,1.2,45.036,49.287,1.50,3.74,150.2
2956,07/19/25 10:48:31 PM,21.6529,1.2,44.031,51.081,1.50,3.74,133.4
2957,07/19/25 10:58:31 PM,21.6529,1.2,43.414,50.906,1.50,3.74,148.8
2958,07/19/25 11:08:31 PM,21.6558,1.2,44.456,49.378,1.50,5.23,224.6
2959,07/19/25 11:18:31 PM,21.6529,1.2,45.421,49.950,0.74,3.74,198.0
2960,07/19/25 11:28:31 PM,21.6529,1.2,43.144,52.605,1.50,3.74,158.6
2961,07/19/25 11:38:31 PM,21.6529,1.2,42.449,53.959,1.50,4.47,174.1
2962,07/19/25 11:48:31 PM,21.6529,1.2,43.569,53.649,2.24,4.47,263.9
2963,07/19/25 11:58:31 PM,21.6529,1.2,42.062,64.256,0.74,2.24,199.4
2964,07/20/25 12:08:31 AM,21.6499,1.2,43.221,55.796,2.24,4.47,110.9
2965,07/20/25 12:18:31 AM,21.6529,1.2,41.754,59.985,1.50,3.74,143.2
2966,07/20/25 12:28:31 AM,21.6470,1.2,41.445,59.150,1.50,5.97,174.1
2967,07/20/25 12:38:31 AM,21.6470,1.2,40.710,58.877,1.50,3.74,205.0
2968,07/20/25 12:48:31 AM,21.6470,1.2,39.360,61.169,0.74,3.00,200.8
2969,07/20/25 12:58:31 AM,21.6440,1.2,39.745,63.316,1.50,3.00,192.3
2970,07/20/25 01:08:31 AM,21.6411,1.2,38.858,64.712,0.74,3.00,227.4
2971,07/20/25 01:18:31 AM,21.6411,1.2,38.318,66.598,0.74,3.00,275.2
2972,07/20/25 01:28:31 AM,21.6381,1.2,38.511,66.429,0.74,2.24,186.7
2973,07/20/25 01:38:31 AM,21.6351,1.2,38.395,66.220,1.50,3.00,223.2
2974,07/20/25 01:48:31 AM,21.6351,1.2,36.928,71.524,0.74,3.74,226.0
2975,07/20/25 01:58:31 AM,21.6351,1.2,36.232,74.624,0.74,2.24,203.6
2976,07/20/25 02:08:31 AM,21.6351,1.2,36.232,74.331,0.74,2.24,193.7
2977,07/20/25 02:18:31 AM,21.6351,1.2,35.884,77.591,0.74,2.24,209.2
2978,07/20/25 02:28:31 AM,21.6351,1.2,35.307,79.277,0.74,1.50,186.7
2979,07/20/25 02:38:31 AM,21.6322,1.2,34.804,81.373,0.74,2.24,181.1
2980,07/20/25 02:48:31 AM,21.6292,1.2,35.384,76.423,0.74,2.24,179.7
2981,07/20/25 02:58:31 AM,21.6322,1.2,34.225,78.950,1.50,3.00,148.8
2982,07/20/25 03:08:31 AM,21.6292,1.2,34.997,78.662,1.50,3.74,213.4
2983,07/20/25 03:18:31 AM,21.6292,1.2,34.417,79.734,1.50,3.74,188.1
2984,07/20/25 03:28:31 AM,21.6292,1.2,34.417,79.417,0.74,3.00,162.9
2985,07/20/25 03:38:31 AM,21.6263,1.2,33.800,83.468,0.00,0.00,153.0
2986,07/20/25 03:48:31 AM,21.6322,1.2,34.187,85.031,0.74,1.50,158.6
2987,07/20/25 03:58:31 AM,21.6322,1.2,34.187,87.662,0.74,3.00,231.6
2988,07/20/25 04:08:31 AM,21.6351,1.2,34.727,84.334,0.74,2.24,224.6
2989,07/20/25 04:18:31 AM,21.6322,1.2,33.570,84.681,0.74,3.00,150.2
2990,07/20/25 04:28:31 AM,21.6292,1.2,34.765,86.770,1.50,3.00,162.9
2991,07/20/25 04:38:31 AM,21.6322,1.2,35.152,85.400,0.74,2.24,195.1
2992,07/20/25 04:48:31 AM,21.6322,3.7,34.727,84.430,1.50,3.74,217.6
2993,07/20/25 04:58:31 AM,21.6381,11.2,34.417,84.738,0.74,3.00,172.7
2994,07/20/25 05:08:31 AM,21.6351,23.7,34.959,83.301,0.74,3.00,214.8
2995,07/20/25 05:18:31 AM,21.6381,36.2,36.387,83.278,1.50,3.74,176.9
2996,07/20/25 05:28:31 AM,21.6411,51.2,37.044,78.471,1.50,4.47,227.4
2997,07/20/25 05:38:31 AM,21.6411,66.2,37.314,78.268,1.50,3.74,207.8
2998,07/20/25 05:48:31 AM,21.6440,63.7,37.623,79.492,1.50,5.23,162.9
2999,07/20/25 05:58:31 AM,21.6411,73.7,37.351,81.532,1.50,4.47,221.8
3000,07/20/25 06:08:31 AM,21.6440,78.7,37.159,83.932,1.50,3.74,182.5
3001,07/20/25 06:18:31 AM,21.6470,86.2,39.823,77.945,1.50,5.23,200.8
3002,07/20/25 06:28:31 AM,21.6440,363.7,42.449,76.269,0.00,0.00,188.1
3003,07/20/25 06:38:31 AM,21.6499,423.7,49.282,71.928,0.74,3.00,221.8
3004,07/20/25 06:48:31 AM,21.6470,486.2,52.138,65.348,0.00,0.74,238.7
3005,07/20/25 06:58:31 AM,21.6440,551.2,54.570,59.600,0.74,2.24,242.9
3006,07/20/25 07:08:31 AM,21.6499,616.2,57.427,43.395,2.24,4.47,75.8
3007,07/20/25 07:18:31 AM,21.6499,678.7,59.743,47.158,2.24,3.74,63.2
3008,07/20/25 07:28:31 AM,21.6470,743.7,59.396,40.333,2.24,4.47,63.2
3009,07/20/25 07:38:31 AM,21.6499,808.7,60.285,40.273,3.00,5.97,66.0
3010,07/20/25 07:48:31 AM,21.6529,876.2,61.133,34.846,2.24,7.47,57.6
3011,07/20/25 07:58:31 AM,21.6529,943.7,61.327,35.891,2.24,5.23,18.3
3012,07/20/25 08:08:31 AM,21.6499,1003.7,62.872,36.344,1.50,5.97,272.4
3013,07/20/25 08:18:31 AM,21.6499,1066.2,62.407,35.676,2.24,6.73,318.7
3014,07/20/25 08:28:31 AM,21.6529,1126.2,62.524,41.997,3.00,8.97,320.1
3015,07/20/25 08:38:31 AM,21.6499,1183.7,61.713,43.789,4.47,9.71,301.8
3016,07/20/25 08:48:31 AM,21.6558,1241.2,62.562,41.823,3.74,8.97,315.9
3017,07/20/25 08:58:31 AM,21.6499,1303.7,62.485,39.553,4.47,10.47,306.1
3018,07/20/25 09:08:31 AM,21.6529,1358.7,63.450,36.458,3.74,9.71,254.1
3019,07/20/25 09:18:31 AM,21.6499,1421.2,63.412,36.266,4.47,11.21,249.9
3020,07/20/25 09:28:31 AM,21.6529,1486.2,63.489,38.152,4.47,18.68,268.1
3021,07/20/25 09:38:31 AM,21.6588,421.2,62.872,40.642,4.47,11.95,296.2
3022,07/20/25 09:48:31 AM,21.6529,1673.7,64.222,38.766,4.47,10.47,286.4
3023,07/20/25 09:58:31 AM,21.6529,1706.2,65.187,44.071,3.00,8.97,307.5
3024,07/20/25 10:08:31 AM,21.6499,1751.2,64.724,38.987,3.74,11.95,297.6
3025,07/20/25 10:18:31 AM,21.6440,1841.2,65.419,36.480,3.74,13.44,262.5
3026,07/20/25 10:28:31 AM,21.6470,1923.7,67.001,34.302,3.74,11.21,297.6
3027,07/20/25 10:38:31 AM,21.6322,2031.2,67.156,39.664,4.47,13.44,287.8
3028,07/20/25 10:48:31 AM,21.6440,1196.2,67.426,36.320,4.47,20.18,290.6
3029,07/20/25 10:58:31 AM,21.6351,2106.2,66.461,36.289,7.47,18.68,227.4
3030,07/20/25 11:08:31 AM,21.6322,2083.7,66.578,31.373,5.23,12.71,271.0
3031,07/20/25 11:18:31 AM,21.6411,1401.2,66.191,31.902,7.47,18.68,261.1
3032,07/20/25 11:28:31 AM,21.6440,1366.2,65.149,33.765,6.73,23.15,268.1
3033,07/20/25 11:38:31 AM,21.6440,961.2,65.187,36.967,7.47,21.65,244.3
3034,07/20/25 11:48:31 AM,21.6440,1106.2,64.261,38.807,3.74,10.47,293.4
3035,07/20/25 11:58:31 AM,21.6440,1378.7,63.759,38.065,5.97,22.41,278.0
3036,07/20/25 12:08:31 PM,21.6351,1473.7,66.963,30.269,5.97,12.71,255.5
3037,07/20/25 12:18:31 PM,21.6440,1006.2,64.261,33.280,5.97,17.94,300.4
3038,07/20/25 12:28:31 PM,21.6263,2431.2,64.261,32.873,4.47,13.44,307.5
3039,07/20/25 12:38:31 PM,21.6411,868.7,65.187,30.803,4.47,11.95,268.1
3040,07/20/25 12:48:31 PM,21.6322,2106.2,65.304,32.387,4.47,13.44,231.6
3041,07/20/25 12:58:31 PM,21.6351,1036.2,65.728,33.790,5.23,14.20,271.0
3042,07/20/25 01:08:31 PM,21.6233,2143.7,69.087,27.855,4.47,13.44,266.7
3043,07/20/25 01:18:31 PM,21.6145,2356.2,67.195,28.931,8.21,20.92,230.2
3044,07/20/25 01:28:31 PM,21.6145,2321.2,66.886,36.297,6.73,15.68,247.1
3045,07/20/25 01:38:31 PM,21.6174,1471.2,68.353,31.670,3.74,12.71,283.6
3046,07/20/25 01:48:31 PM,21.6174,1478.7,63.604,37.998,5.97,17.18,314.5
3047,07/20/25 01:58:31 PM,21.6086,1998.7,64.686,43.622,7.47,19.42,331.3
3048,07/20/25 02:08:31 PM,21.6204,1406.2,63.837,37.079,6.73,13.44,342.6
3049,07/20/25 02:18:31 PM,21.6115,1551.2,63.759,38.126,4.47,12.71,345.4
3050,07/20/25 02:28:31 PM,21.6322,241.2,63.102,37.427,5.23,13.44,342.6
3051,07/20/25 02:38:31 PM,21.6381,173.7,62.407,37.038,3.74,10.47,310.3
3052,07/20/25 02:48:31 PM,21.6027,2026.2,64.339,38.282,3.74,14.20,289.2
3053,07/20/25 02:58:31 PM,21.6292,211.2,61.597,42.309,7.47,14.94,334.1
3054,07/20/25 03:08:31 PM,21.6381,228.7,61.056,40.067,5.97,12.71,339.7
3055,07/20/25 03:18:31 PM,21.6263,563.7,64.299,36.651,4.47,11.21,335.5
3056,07/20/25 03:28:31 PM,21.6292,248.7,62.677,40.972,3.00,7.47,1.4
3057,07/20/25 03:38:31 PM,21.6351,396.2,62.755,33.747,3.74,9.71,336.9
3058,07/20/25 03:48:31 PM,21.5968,1566.2,67.388,29.668,3.74,9.71,278.0
3059,07/20/25 03:58:31 PM,21.6263,293.7,64.414,35.354,3.74,10.47,2.8
3060,07/20/25 04:08:31 PM,21.5968,1458.7,66.771,27.152,5.97,20.18,292.0
3061,07/20/25 04:18:31 PM,21.5909,1471.2,68.623,27.990,3.74,11.21,355.2
3062,07/20/25 04:28:31 PM,21.6027,1138.7,67.620,27.901,4.47,17.94,341.2
3063,07/20/25 04:38:31 PM,21.6263,408.7,65.187,27.715,5.97,16.44,310.3
3064,07/20/25 04:48:31 PM,21.6233,298.7,65.419,27.320,4.47,11.95,296.2
3065,07/20/25 04:58:31 PM,21.6233,331.2,65.149,26.981,5.97,17.18,271.0
3066,07/20/25 05:08:31 PM,21.6233,396.2,64.917,29.578,3.74,11.21,292.0
3067,07/20/25 05:18:31 PM,21.6204,436.2,65.071,30.585,3.74,11.21,275.2
3068,07/20/25 05:28:31 PM,21.6204,456.2,65.806,32.013,3.74,9.71,311.7
3069,07/20/25 05:38:31 PM,21.6204,383.7,65.419,29.523,3.74,7.47,335.5
3070,07/20/25 05:48:31 PM,21.5909,1033.7,69.125,25.971,3.00,7.47,275.2
3071,07/20/25 05:58:31 PM,21.5909,863.7,67.658,25.837,3.74,6.73,299.0
3072,07/20/25 06:08:31 PM,21.5997,656.2,66.616,27.654,3.00,11.95,290.6
3073,07/20/25 06:18:31 PM,21.5997,603.7,67.311,26.740,3.00,11.95,214.8
3074,07/20/25 06:28:31 PM,21.5997,496.2,68.160,32.012,1.50,5.97,355.2
3075,07/20/25 06:38:31 PM,21.6174,261.2,64.801,25.985,3.74,9.71,314.5
3076,07/20/25 06:48:31 PM,21.6204,116.2,63.257,27.550,3.00,8.97,289.2
3077,07/20/25 06:58:31 PM,21.6233,91.2,62.987,31.203,3.00,8.21,263.9
3078,07/20/25 07:08:31 PM,21.6292,71.2,61.828,28.228,2.24,6.73,265.3
3079,07/20/25 07:18:31 PM,21.6292,41.2,60.748,30.924,2.24,4.47,256.9
3080,07/20/25 07:28:31 PM,21.6233,26.2,60.940,29.766,3.00,11.95,294.8
3081,07/20/25 07:38:31 PM,21.6263,18.7,56.694,41.518,1.50,3.74,276.6
3082,07/20/25 07:48:31 PM,21.6292,11.2,56.887,37.061,2.24,5.97,162.9
3083,07/20/25 07:58:31 PM,21.6263,3.7,57.002,34.980,1.50,4.47,151.6
3084,07/20/25 08:08:31 PM,21.6292,1.2,54.995,46.076,2.24,4.47,221.8
3085,07/20/25 08:18:31 PM,21.6292,1.2,53.528,42.654,2.24,4.47,181.1
3086,07/20/25 08:28:31 PM,21.6322,1.2,51.174,47.927,1.50,3.00,151.6
3087,07/20/25 08:38:31 PM,21.6292,1.2,50.749,53.544,0.74,3.00,266.7
3088,07/20/25 08:48:31 PM,21.6351,1.2,48.432,57.362,1.50,3.00,198.0
3089,07/20/25 08:58:31 PM,21.6351,1.2,46.580,61.796,0.74,2.24,200.8
3090,07/20/25 09:08:31 PM,21.6351,1.2,46.773,57.136,1.50,3.74,195.1
3091,07/20/25 09:18:31 PM,21.6351,1.2,47.775,57.278,2.24,4.47,136.2
3092,07/20/25 09:28:31 PM,21.6351,1.2,45.883,60.786,1.50,3.74,241.5
3093,07/20/25 09:38:31 PM,21.6322,1.2,45.036,62.025,0.74,3.00,171.3
3094,07/20/25 09:48:31 PM,21.6292,1.2,44.146,63.812,0.74,2.24,199.4
3095,07/20/25 09:58:31 PM,21.6263,1.2,43.491,64.831,0.74,3.00,139.0
3096,07/20/25 10:08:31 PM,21.6292,1.2,42.989,65.861,0.74,3.74,214.8
3097,07/20/25 10:18:31 PM,21.6263,1.2,42.255,66.850,0.74,1.50,200.8
3098,07/20/25 10:28:31 PM,21.6292,1.2,41.482,69.816,0.00,1.50,188.1
3099,07/20/25 10:38:31 PM,21.6233,1.2,41.792,69.104,0.00,0.74,188.1
3100,07/20/25 10:48:31 PM,21.6233,1.2,41.407,71.386,0.00,0.74,188.1
3101,07/20/25 10:58:31 PM,21.6233,1.2,40.942,71.695,0.00,0.74,188.1
3102,07/20/25 11:08:31 PM,21.6204,1.2,40.942,72.229,0.00,0.74,188.1
3103,07/20/25 11:18:31 PM,21.6204,1.2,40.788,72.656,0.00,0.74,188.1
3104,07/20/25 11:28:31 PM,21.6174,1.2,41.290,72.024,0.74,1.50,188.1
3105,07/20/25 11:38:31 PM,21.6174,1.2,40.982,76.579,0.00,0.74,188.1
3106,07/20/25 11:48:31 PM,21.6174,1.2,40.093,77.572,0.74,1.50,216.2
3107,07/20/25 11:58:31 PM,21.6204,1.2,40.210,77.052,0.74,1.50,226.0
3108,07/21/25 12:08:31 AM,21.6204,1.2,40.595,80.529,0.00,0.74,226.0
3109,07/21/25 12:18:31 AM,21.6145,1.2,41.715,75.229,0.00,0.74,226.0
3110,07/21/25 12:28:31 AM,21.6174,1.2,41.754,75.695,0.00,1.50,226.0
3111,07/21/25 12:38:31 AM,21.6115,1.2,42.255,79.147,0.00,1.50,226.0
3112,07/21/25 12:48:31 AM,21.6145,1.2,43.144,80.259,0.00,0.74,226.0
3113,07/21/25 12:58:31 AM,21.6145,1.2,43.954,78.064,0.00,0.74,226.0
3114,07/21/25 01:08:31 AM,21.6086,1.2,43.374,76.425,0.00,0.74,226.0
3115,07/21/25 01:18:31 AM,21.6115,1.2,42.949,77.101,0.00,0.74,226.0
3116,07/21/25 01:28:31 AM,21.6056,1.2,43.491,77.957,0.00,0.00,226.0
3117,07/21/25 01:38:31 AM,21.5997,1.2,43.221,79.602,0.00,1.50,226.0
3118,07/21/25 01:48:31 AM,21.5997,1.2,42.217,81.012,0.00,0.74,226.0
3119,07/21/25 01:58:31 AM,21.5968,1.2,40.518,83.722,0.74,1.50,221.8
3120,07/21/25 02:08:31 AM,21.5938,1.2,40.865,79.963,0.00,2.24,224.6
3121,07/21/25 02:18:31 AM,21.5938,1.2,39.708,82.887,0.74,2.24,240.1
3122,07/21/25 02:28:31 AM,21.5938,1.2,38.973,85.615,0.74,3.00,230.2
3123,07/21/25 02:38:31 AM,21.5938,1.2,39.243,86.775,0.00,1.50,219.0
3124,07/21/25 02:48:31 AM,21.5909,1.2,38.588,85.972,0.00,1.50,219.0
3125,07/21/25 02:58:31 AM,21.5938,1.2,38.471,87.474,0.74,2.24,219.0
3126,07/21/25 03:08:31 AM,21.5968,1.2,38.318,86.020,0.74,2.24,219.0
3127,07/21/25 03:18:31 AM,21.5968,1.2,38.048,87.320,0.74,1.50,198.0
3128,07/21/25 03:28:31 AM,21.5997,1.2,37.701,87.503,0.00,1.50,195.1
3129,07/21/25 03:38:31 AM,21.5968,1.2,38.588,86.549,0.74,2.24,195.1
3130,07/21/25 03:48:31 AM,21.6027,1.2,39.668,85.153,0.00,0.74,195.1
3131,07/21/25 03:58:31 AM,21.6086,1.2,41.135,84.100,0.74,3.00,182.5
3132,07/21/25 04:08:31 AM,21.5997,1.2,43.916,79.925,1.50,5.97,153.0
3133,07/21/25 04:18:31 AM,21.5997,1.2,44.841,80.822,1.50,4.47,165.7
3134,07/21/25 04:28:31 AM,21.6056,1.2,45.266,74.334,2.24,6.73,271.0
3135,07/21/25 04:38:31 AM,21.6056,1.2,45.266,76.617,0.74,3.00,205.0
3136,07/21/25 04:48:31 AM,21.5997,1.2,45.730,77.536,1.50,3.00,136.2
3137,07/21/25 04:58:31 AM,21.5997,6.2,44.958,76.368,0.74,3.00,242.9
3138,07/21/25 05:08:31 AM,21.5997,18.7,44.224,77.032,1.50,2.24,183.9
3139,07/21/25 05:18:31 AM,21.5997,31.2,45.036,74.069,1.50,2.24,172.7
3140,07/21/25 05:28:31 AM,21.5997,43.7,44.031,77.366,0.74,1.50,195.1
3141,07/21/25 05:38:31 AM,21.5968,53.7,43.954,77.633,0.74,2.24,196.5
3142,07/21/25 05:48:31 AM,21.5997,96.2,43.027,80.328,0.74,1.50,226.0
3143,07/21/25 05:58:31 AM,21.5968,106.2,42.989,80.989,0.00,0.74,226.0
3144,07/21/25 06:08:31 AM,21.5938,111.2,43.336,80.494,0.00,1.50,212.0
3145,07/21/25 06:18:31 AM,21.5968,178.7,43.839,82.086,0.74,1.50,181.1
3146,07/21/25 06:28:31 AM,21.5938,238.7,46.038,82.434,0.74,2.24,164.3
3147,07/21/25 06:38:31 AM,21.5968,253.7,49.784,77.542,0.00,1.50,161.5
3148,07/21/25 06:48:31 AM,21.5938,266.2,52.525,73.169,0.00,0.00,161.5
3149,07/21/25 06:58:31 AM,21.5968,238.7,51.946,77.353,0.00,0.00,161.5
3150,07/21/25 07:08:31 AM,21.5968,348.7,55.112,67.971,0.74,3.00,167.1
3151,07/21/25 07:18:31 AM,21.5997,333.7,58.971,39.825,1.50,5.23,178.3
3152,07/21/25 07:28:31 AM,21.6027,253.7,59.783,41.302,2.24,4.47,124.9
3153,07/21/25 07:38:31 AM,21.6115,228.7,59.126,39.083,2.24,3.74,198.0
3154,07/21/25 07:48:31 AM,21.6115,333.7,59.126,40.026,2.24,5.23,137.6
3155,07/21/25 07:58:31 AM,21.6056,853.7,60.208,43.674,1.50,3.74,119.3
3156,07/21/25 08:08:31 AM,21.6056,361.2,61.675,37.623,3.00,5.97,108.1
3157,07/21/25 08:18:31 AM,21.6027,408.7,61.635,39.953,1.50,5.97,178.3
3158,07/21/25 08:28:31 AM,21.5997,398.7,61.210,44.208,1.50,5.23,127.8
3159,07/21/25 08:38:31 AM,21.5997,743.7,62.717,35.598,0.74,5.97,127.8
3160,07/21/25 08:48:31 AM,21.5968,566.2,63.295,38.131,2.24,5.97,117.9
3161,07/21/25 08:58:31 AM,21.5997,631.2,64.339,33.735,2.24,5.97,122.1
3162,07/21/25 09:08:31 AM,21.5997,553.7,64.029,38.346,2.24,8.21,98.3
3163,07/21/25 09:18:31 AM,21.6027,696.2,64.917,37.342,2.24,4.47,188.1
3164,07/21/25 09:28:31 AM,21.6056,526.2,66.306,35.262,2.24,7.47,219.0
3165,07/21/25 09:38:31 AM,21.6027,1748.7,65.728,33.341,4.47,13.44,226.0
3166,07/21/25 09:48:31 AM,21.5997,1736.2,68.662,38.048,4.47,12.71,210.6
3167,07/21/25 09:58:31 AM,21.5997,1843.7,68.508,31.778,5.97,15.68,205.0
3168,07/21/25 10:08:31 AM,21.5997,676.2,64.879,36.582,5.23,14.20,237.3
3169,07/21/25 10:18:31 AM,21.6056,833.7,66.036,35.227,5.23,15.68,221.8
3170,07/21/25 10:28:31 AM,21.6027,683.7,64.686,35.680,4.47,11.95,251.3
3171,07/21/25 10:38:31 AM,21.5997,828.7,65.071,35.093,4.47,13.44,214.8
3172,07/21/25 10:48:31 AM,21.5997,943.7,65.689,34.434,3.74,10.47,216.2
3173,07/21/25 10:58:31 AM,21.5790,2553.7,67.620,36.118,3.00,9.71,235.9
3174,07/21/25 11:08:31 AM,21.5879,1486.2,68.198,30.196,3.00,8.21,199.4
3175,07/21/25 11:18:31 AM,21.5790,1986.2,69.125,28.608,4.47,9.71,174.1
3176,07/21/25 11:28:31 AM,21.5761,2106.2,69.165,31.029,3.00,9.71,289.2
3177,07/21/25 11:38:31 AM,21.5643,2453.7,69.512,32.277,4.47,11.95,217.6
3178,07/21/25 11:48:31 AM,21.5790,798.7,69.937,30.173,5.23,11.95,249.9
3179,07/21/25 11:58:31 AM,21.5643,2311.2,69.550,32.938,4.47,9.71,223.2
3180,07/21/25 12:08:31 PM,21.5584,1963.7,72.174,26.886,5.23,12.71,224.6
3181,07/21/25 12:18:31 PM,21.5731,1213.7,72.214,26.317,4.47,15.68,228.8
3182,07/21/25 12:28:31 PM,21.5554,2363.7,69.395,31.144,6.73,13.44,258.3
3183,07/21/25 12:38:31 PM,21.5554,2093.7,70.939,30.831,5.23,11.21,213.4
3184,07/21/25 12:48:31 PM,21.5672,718.7,68.353,26.056,6.73,16.44,237.3
3185,07/21/25 12:58:31 PM,21.5554,2276.2,69.937,29.807,7.47,17.94,249.9
3186,07/21/25 01:08:31 PM,21.5525,2151.2,71.326,25.058,5.97,17.94,221.8
3187,07/21/25 01:18:31 PM,21.5525,2116.2,72.561,23.000,5.97,13.44,205.0
3188,07/21/25 01:28:31 PM,21.5672,613.7,72.252,27.118,7.47,15.68,219.0
3189,07/21/25 01:38:31 PM,21.5643,593.7,72.136,22.414,6.73,17.18,186.7
3190,07/21/25 01:48:31 PM,21.5347,2043.7,73.063,28.827,5.23,11.95,205.0
3191,07/21/25 01:58:31 PM,21.5584,491.2,70.360,25.296,5.23,11.21,186.7
3192,07/21/25 02:08:31 PM,21.5259,2241.2,72.446,22.614,6.73,18.68,228.8
3193,07/21/25 02:18:31 PM,21.5288,2171.2,73.758,22.254,4.47,11.95,188.1
3194,07/21/25 02:28:31 PM,21.5259,2053.7,73.643,21.913,5.97,13.44,199.4
3195,07/21/25 02:38:31 PM,21.5495,473.7,70.207,23.160,5.23,12.71,181.1
3196,07/21/25 02:48:31 PM,21.5436,571.2,69.240,25.402,3.74,10.47,143.2
3197,07/21/25 02:58:31 PM,21.5436,401.2,67.928,26.157,2.24,5.97,154.4
3198,07/21/25 03:08:31 PM,21.5141,1961.2,69.240,24.047,2.24,5.97,195.1
3199,07/21/25 03:18:31 PM,21.5111,2038.7,72.909,23.737,3.00,8.21,29.5
3200,07/21/25 03:28:31 PM,21.5406,408.7,71.712,24.221,3.00,8.21,311.7
3201,07/21/25 03:38:31 PM,21.5141,1828.7,74.106,21.228,5.23,11.95,217.6
3202,07/21/25 03:48:31 PM,21.5406,463.7,73.101,22.431,4.47,12.71,202.2
3203,07/21/25 03:58:31 PM,21.5406,363.7,69.395,22.524,5.23,11.21,237.3
3204,07/21/25 04:08:31 PM,21.5377,538.7,68.585,23.677,4.47,9.71,237.3
3205,07/21/25 04:18:31 PM,21.5377,461.2,67.658,29.244,3.74,11.95,262.5
3206,07/21/25 04:28:31 PM,21.5111,1298.7,71.519,25.864,2.24,5.97,299.0
3207,07/21/25 04:38:31 PM,21.5023,1236.2,73.758,20.116,3.00,5.97,16.8
3208,07/21/25 04:48:31 PM,21.5023,1206.2,71.634,21.259,3.74,9.71,216.2
3209,07/21/25 04:58:31 PM,21.5406,161.2,68.238,23.319,5.23,9.71,206.4
3210,07/21/25 05:08:31 PM,21.5111,1036.2,69.975,22.712,3.74,8.97,240.1
3211,07/21/25 05:18:31 PM,21.5347,191.2,70.862,23.124,3.74,7.47,231.6
3212,07/21/25 05:28:31 PM,21.5377,183.7,67.041,24.509,3.00,14.94,248.5
3213,07/21/25 05:38:31 PM,21.5347,218.7,65.534,32.531,3.00,8.97,275.2
3214,07/21/25 05:48:31 PM,21.5377,168.7,64.609,38.373,2.24,8.21,310.3
3215,07/21/25 05:58:31 PM,21.5141,706.2,65.187,38.207,3.00,11.21,327.1
3216,07/21/25 06:08:31 PM,21.5259,471.2,65.806,39.550,4.47,9.71,329.9
3217,07/21/25 06:18:31 PM,21.5318,286.2,66.231,36.764,3.00,5.97,327.1
3218,07/21/25 06:28:31 PM,21.5200,471.2,67.350,30.803,3.00,7.47,332.7
3219,07/21/25 06:38:31 PM,21.5200,478.7,66.346,40.351,1.50,3.74,331.3
3220,07/21/25 06:48:31 PM,21.5259,211.2,67.041,41.463,2.24,5.23,348.2
3221,07/21/25 06:58:31 PM,21.5406,158.7,64.107,45.533,0.74,4.47,310.3
3222,07/21/25 07:08:31 PM,21.5466,111.2,63.682,41.427,3.00,7.47,282.2
3223,07/21/25 07:18:31 PM,21.5436,108.7,62.717,41.505,2.24,5.97,334.1
3224,07/21/25 07:28:31 PM,21.5466,73.7,62.100,52.284,4.47,6.73,348.2
3225,07/21/25 07:38:31 PM,21.5495,33.7,60.516,56.239,3.00,6.73,344.0
3226,07/21/25 07:48:31 PM,21.5495,13.7,59.203,42.548,1.50,6.73,289.2
3227,07/21/25 07:58:31 PM,21.5525,6.2,57.427,50.765,0.74,4.47,353.8
3228,07/21/25 08:08:31 PM,21.5525,1.2,55.882,51.575,0.74,2.24,188.1
3229,07/21/25 08:18:31 PM,21.5554,1.2,55.072,51.647,0.74,2.24,146.0
3230,07/21/25 08:28:31 PM,21.5613,1.2,51.289,58.903,0.74,2.24,209.2
3231,07/21/25 08:38:31 PM,21.5613,1.2,50.787,65.679,0.74,3.00,148.8
3232,07/21/25 08:48:31 PM,21.5584,1.2,49.127,69.094,1.50,3.00,161.5
3233,07/21/25 08:58:31 PM,21.5584,1.2,48.934,66.108,1.50,4.47,196.5
3234,07/21/25 09:08:31 PM,21.5643,1.2,48.355,66.909,1.50,4.47,190.9
3235,07/21/25 09:18:31 PM,21.5643,1.2,48.547,63.403,2.24,4.47,273.8
3236,07/21/25 09:28:31 PM,21.5643,1.2,48.587,66.099,1.50,4.47,214.8
3237,07/21/25 09:38:31 PM,21.5672,1.2,46.193,68.609,0.74,3.74,199.4
3238,07/21/25 09:48:31 PM,21.5672,1.2,46.386,70.550,1.50,5.23,193.7
3239,07/21/25 09:58:31 PM,21.5643,1.2,45.808,71.608,1.50,3.74,223.2
3240,07/21/25 10:08:31 PM,21.5613,1.2,47.120,62.361,1.50,3.00,210.6
3241,07/21/25 10:18:31 PM,21.5613,1.2,52.138,52.787,1.50,3.74,252.7
3242,07/21/25 10:28:31 PM,21.5672,1.2,54.455,50.211,1.50,4.47,263.9
